title,n_words,n_chars,n_sents,avg_word_len,avg_sent_len_words,type_token_ratio,stopword_rate,hedge_rate,flesch_reading_ease,fk_grade_level,comma_per_1k_chars,semicolon_per_1k_chars,colon_per_1k_chars,dash_per_1k_chars,paren_per_1k_chars,quote_per_1k_chars,newline_per_1k_chars,bullet_per_1k_chars,group,is_ai
MaiTool: Large Language Model-Powered Bioinformatics Framework for Comprehensive Microbiome Analysis,264,1902,18,6.083333333333333,14.666666666666666,0.6060606060606061,0.2878787878787879,0.0,14.736969696969737,14.847424242424243,5.257623554153523,0.0,0.0,4.206098843322818,3.1545741324921135,0.0,6.8349106203995795,0.0,Human,0
Synthesis of Gene Expression Data for the Construction of a Bacterial Cell State Atlas,277,1990,18,6.111913357400722,15.38888888888889,0.6028880866425993,0.3285198555956679,0.0,16.2123896911352,14.821052948255119,0.0,0.0,0.0,4.020100502512563,2.0100502512562817,0.0,6.532663316582915,0.0,Human,0
Energetic Origins of Connectivity Patterns within Protein Interaction Networks,281,2193,18,6.733096085409253,15.61111111111111,0.594306049822064,0.2669039145907473,0.0,-3.499957493080217,17.625735468564653,0.0,0.0,0.0,4.1039671682626535,1.823985408116735,0.0,5.927952576379389,0.0,Human,0
Elucidation of Emergent Structural Patterns in Cellular RNA-Protein Interaction Networks,277,2059,18,6.350180505415162,15.38888888888889,0.6570397111913358,0.2924187725631769,0.0,13.769068391496205,15.161847172081831,0.0,0.0,0.0,6.799417192812045,0.9713453132588635,0.0,6.313744536182613,0.0,Human,0
The Role of Intrinsically Disordered Proteins in Cellular Adaptation and Homeostasis,278,2165,18,6.68705035971223,15.444444444444445,0.6330935251798561,0.3057553956834532,0.0,-4.212334132693826,17.683693045563547,0.4618937644341801,0.0,0.0,2.3094688221709005,1.8475750577367205,0.0,6.004618937644342,0.0,Human,0
Multimodal Single-Cell Computational Frameworks for Cell Lines with Extensive Multi-Omics Data,258,1812,18,5.961240310077519,14.333333333333334,0.5542635658914729,0.2868217054263566,0.0,21.447131782945775,13.828682170542638,0.0,0.0,0.0,7.17439293598234,0.0,0.0,7.17439293598234,0.0,Human,0
Integrated Transfer Learning for Mesoscale Organization Principles via Image Data and Biophysical Simulations,282,2131,18,6.49290780141844,15.666666666666666,0.6347517730496454,0.2872340425531915,0.0,1.6333333333333258,16.923546099290785,0.0,0.0,0.0,4.692632566870014,0.9385265133740027,0.0,6.100422336931018,0.0,Human,0
The Role of Transposable Elements in the Emergence of Genomic Innovation,307,2303,18,6.416938110749186,17.055555555555557,0.6026058631921825,0.28338762214983715,0.0,1.3092788635541126,17.313783930510315,0.8684324793747287,0.0,0.0,5.644811115935736,0.8684324793747287,0.0,5.644811115935736,0.0,Human,0
Systematic Identification of Novel Protein-Protein Interactions via Crosslinking Mass Spectrometry,265,2007,18,6.464150943396226,14.722222222222221,0.5849056603773585,0.27547169811320754,0.0,7.368170859538793,15.889025157232705,0.0,0.0,0.0,5.4808171400099654,3.986048829098156,0.0,6.477329347284504,0.0,Human,0
Intelligent Metadata Compilation for Enhanced Reusability and Discoverability of Mass Spectrometry-Based Proteomics Data,274,2058,18,6.437956204379562,15.222222222222221,0.6313868613138686,0.29927007299270075,0.0,6.4377291159773335,16.14301703163017,0.0,0.0,0.0,5.830903790087463,1.943634596695821,0.0,6.316812439261419,0.0,Human,0
A Cross-Cell-Type Atlas of Biomolecular Condensate Material States and Their Emergent Regulation of Gene Expression Noise,306,2360,18,6.637254901960785,17.0,0.6339869281045751,0.27450980392156865,0.0,-0.3552941176470483,17.5321568627451,0.0,0.0,0.0,5.508474576271186,1.694915254237288,0.0,5.508474576271186,0.0,AI,1
"Predicting Organelle Contact Site Morphologies Through Integrated Cryo-ET, Proteomics, and Lipidomics of Emergent Membrane Curvature Codes",333,2457,18,6.3093093093093096,18.5,0.6246246246246246,0.2972972972972973,0.0,7.425067567567595,16.819594594594594,0.0,0.0,0.0,7.326007326007326,1.6280016280016278,0.0,5.291005291005291,0.0,AI,1
Synthesis of Actin and Microtubule Network Architecture and Emergent Intracellular Transport Efficiency in Mesoscale Cytoskeletal Percolation,308,2344,18,6.558441558441558,17.11111111111111,0.6103896103896104,0.2824675324675325,0.0,1.314624819624811,17.326839826839834,0.0,0.0,0.0,5.972696245733789,0.0,0.0,5.546075085324232,0.0,AI,1
"Integration of Hi-C, Super-Resolution Imaging, and Epigenomics for Explaining Cell-Type-Specific Gene Regulation via Emergent Chromatin Nanodomain Topology",330,2484,18,6.466666666666667,18.333333333333332,0.6333333333333333,0.2909090909090909,0.0,-0.45696969696967926,17.87757575757576,0.0,0.0,0.0,5.636070853462158,0.8051529790660226,0.0,5.233494363929147,0.0,AI,1
"Protein Crowding as an Emergent Mesoscale Regulator of Cytoplasmic Viscosity, Diffusion, and Reaction Rates",319,2529,18,6.8652037617554855,17.72222222222222,0.6489028213166145,0.27899686520376177,0.0,-5.282209160571199,18.398782654127483,0.0,0.0,0.0,3.558718861209964,1.5816528272044286,0.0,5.140371688414393,0.0,AI,1
"Integration of Cryo-EM Intermediates, rRNA Processing Maps, and Proteomics for Explaining Emergent Ribosome Assembly Robustness",311,2305,18,6.344051446945338,17.27777777777778,0.6430868167202572,0.31189710610932475,0.0,8.945000893176172,16.303960342979636,0.0,0.0,0.0,3.4707158351409975,0.8676789587852494,0.0,5.639913232104122,0.0,AI,1
"Emergent Computation in Mesoscale Signaling Microclusters: A Synthesis of Immune Receptor Imaging, Phosphoproteomics, and Single-Cell Responses",324,2441,18,6.472222222222222,18.0,0.5987654320987654,0.30246913580246915,0.0,0.8261111111111461,17.615802469135804,0.0,0.0,0.0,3.2773453502662844,1.6386726751331422,0.0,5.325686194182712,0.0,AI,1
"Integration of Cryo-ET, Live Imaging, and Proteogenomics to Explain Emergent Mitochondrial Cristae Morphodynamics and Bioenergetic Plasticity",322,2399,18,6.400621118012422,17.88888888888889,0.6086956521739131,0.3105590062111801,0.0,6.866597653554209,16.74567287784679,0.0,0.0,0.0,4.168403501458942,0.0,0.0,5.418924551896623,0.0,AI,1
Mesoscale Assembly of Viral Replication Compartments: A Cross-Virus Synthesis of Host Factor Recruitment and Emergent Replication Efficiency,336,2499,18,6.383928571428571,18.666666666666668,0.6190476190476191,0.31845238095238093,0.002976190476190476,6.602619047619072,16.975714285714293,0.0,0.0,0.0,4.401760704281713,0.8003201280512205,0.0,5.202080832332933,0.0,AI,1
"Emergent Nanomechanics of Fungal and Plant Cell Walls: Composition, Ultrastructure, and Growth Patterns",288,2133,18,6.350694444444445,16.0,0.6458333333333334,0.3090277777777778,0.0,7.882499999999993,16.134722222222226,0.0,0.0,0.0,4.688232536333802,0.0,0.0,6.094702297233943,0.0,AI,1
"Integration of Spatial Proteomics, Imaging, and Ubiquitinome Data for Mesoscale Proteasome and Autophagy Hub Organization",281,2182,18,6.6761565836298935,15.61111111111111,0.6441281138790036,0.27402135231316727,0.0,-3.8010251087385996,17.66772835112693,0.0,0.0,0.0,3.6663611365719526,3.6663611365719526,0.0,5.957836846929423,0.0,AI,1
"Design Rules for Bacterial Microcompartments: Integrating Genomes, Structures, and Metabolic Flux to Predict Organelle Function",311,2310,18,6.340836012861736,17.27777777777778,0.6366559485530546,0.31189710610932475,0.0,6.224743658449455,16.68338156484459,0.0,0.0,0.0,4.761904761904763,2.5974025974025974,0.0,5.6277056277056285,0.0,AI,1
Integration of Structural Proteomics and Imaging to Explain Cargo Selectivity in Mesoscale Vesicle Coat Self-Organization,318,2426,18,6.5754716981132075,17.666666666666668,0.6572327044025157,0.31446540880503143,0.0,1.6127672955975072,17.423270440251574,0.41220115416323166,0.0,0.0,4.122011541632316,0.0,0.0,5.3586150041220115,0.0,AI,1
"Synthesis of FG-Nup Disorder, Transport Kinetics, and NPC Ultrastructure for Mesoscale Nuclear Pore Selectivity",292,2318,18,6.804794520547945,16.22222222222222,0.6472602739726028,0.24315068493150685,0.0,-5.1956240487062075,18.01406392694064,8.196721311475411,0.0,0.0,4.745470232959447,1.7256255392579811,0.0,5.608283002588439,0.0,AI,1
"Mesoscale Emergence in Bacterial Biofilm Nanostructure: Integrating Omics, Imaging, and Rheology for Predicting Community Robustness",284,2137,18,6.454225352112676,15.777777777777779,0.676056338028169,0.28169014084507044,0.0,4.045203442879512,16.61474178403756,0.0,0.0,0.0,6.551240056153486,1.8717828731867105,0.0,6.083294337856809,0.0,AI,1
"Integration of RNP Structural States, Proximity Proteomics, and Single-Cell Isoform Variability in Spliceosome Nano-Organization",289,2202,18,6.56401384083045,16.055555555555557,0.5986159169550173,0.31141868512110726,0.0,4.067330834294552,16.680663206459055,0.0,0.0,0.0,3.6330608537693005,0.0,0.0,5.903723887375113,0.0,AI,1
Mesoscale Organization of Metabolic Enzyme Filaments: A Cross-Species Synthesis of Cytoophidia and Emergent Metabolic Regulation,280,2111,18,6.460714285714285,15.555555555555555,0.675,0.3,0.0,4.321825396825403,16.520952380952384,0.0,0.0,0.0,3.7896731406916153,2.8422548555187115,0.0,6.1582188536238744,0.0,AI,1
Nanoscale Heterogeneity of Endocytic Pits: Integrating Single-Molecule Imaging and Proteomics to Explain Uptake Variability,268,2035,18,6.455223880597015,14.88888888888889,0.7126865671641791,0.27238805970149255,0.0,3.8981509121061606,16.414427860696517,5.896805896805897,0.0,0.0,2.457002457002457,2.9484029484029484,0.0,6.388206388206388,0.0,AI,1
"Mesoscale Emergence of Synaptic Active Zone Nanoclusters through Proteomics, Super-Resolution Mapping, and Functional Plasticity",334,2608,18,6.754491017964072,18.555555555555557,0.6107784431137725,0.281437125748503,0.0,-6.781523619427759,18.814930139720556,0.0,0.0,0.0,6.134969325153374,0.7668711656441718,0.0,4.984662576687116,0.0,AI,1
Emergent Organelle Size Control through Mesoscale Substructure Integration of Imaging Atlases and Omics Scaling Laws,297,2252,18,6.501683501683502,16.5,0.6430976430976431,0.2828282828282828,0.0,2.0875000000000057,17.067222222222224,0.0,0.0,0.0,3.552397868561279,3.552397868561279,0.0,5.772646536412078,0.0,AI,1
"Mesoscale Emergence of DNA Damage Repair Foci Through Integrated Live Imaging, Proteomics, and 3D Genome Context",291,2165,18,6.350515463917525,16.166666666666668,0.6426116838487973,0.28865979381443296,0.0,5.8175859106529515,16.464140893470795,0.0,0.0,0.0,5.542725173210162,1.8475750577367205,0.0,6.004618937644342,0.0,AI,1
"Emergent Mesoscale Patterning in Bacterial Division Machinery: Synthesis of FtsZ Ring Architecture, Dynamics, and Cell Shape Outcomes",283,2156,18,6.554770318021202,15.722222222222221,0.6254416961130742,0.29328621908127206,0.0,-0.743550255202166,17.26887514723204,0.0,0.0,0.0,4.63821892393321,0.9276437847866419,0.0,6.029684601113173,0.0,AI,1
"Mesoscale Emergence of Exosome Biogenesis Microdomains through Integrated Endosomal Proteomics, Lipidomics, and Imaging",313,2489,18,6.747603833865814,17.38888888888889,0.7060702875399361,0.2523961661341853,0.0,-8.935488995385128,18.825532481363158,13.660104459622337,0.0,0.0,4.017677782241864,4.017677782241864,0.0,5.222981116914423,0.0,AI,1
Sequence Grammar of Mesoscale Viscoelasticity in Biomolecular Condensates,310,2293,18,6.303225806451613,17.22222222222222,0.6258064516129033,0.29354838709677417,0.0,8.69250896057352,16.32537634408602,0.0,0.0,0.0,6.105538595726123,4.361098996947231,0.0,5.6694286960313995,0.0,AI,1
Integration of 1D Sequence and 3D Topology for Predicting Nuclear Stiffness via Emergent Chromatin Rheology,273,2084,18,6.538461538461538,15.166666666666666,0.6886446886446886,0.27106227106227104,0.0,2.407866300366294,16.69130036630037,0.0,0.0,0.0,6.717850287907869,1.9193857965451055,0.0,6.238003838771593,0.0,AI,1
Mapping Transient Metabolons through Integrated Interactomics to Elucidate the Emergence of Metabolic Channeling,258,1947,18,6.484496124031008,14.333333333333334,0.6085271317829457,0.29069767441860467,0.0,3.740155038759724,16.2984496124031,0.0,0.0,0.0,4.108885464817669,0.0,0.0,6.67693888032871,0.0,AI,1
Lipid Raft Dynamics and the Emergence of Signal Fidelity During T-Cell Activation,278,2027,18,6.14748201438849,15.444444444444445,0.6870503597122302,0.2697841726618705,0.0,7.351694644284606,16.070743405275778,7.40009866798224,0.0,0.0,7.40009866798224,3.9467192895905283,0.0,6.413418845584608,0.0,AI,1
Emergent Mechanics of the Cytoskeleton from Molecular Motors to Cellular Tensegrity,328,2373,18,6.103658536585366,18.22222222222222,0.6432926829268293,0.29878048780487804,0.0,10.62785907859083,16.303861788617887,5.899705014749262,0.0,0.0,5.478297513695744,5.056890012642225,0.0,5.478297513695744,0.0,AI,1
Emergent Geometric Principles of Viral Capsid Polymorphism Derived from Identical Subunits,289,2205,18,6.477508650519031,16.055555555555557,0.6608996539792388,0.25951557093425603,0.0034602076124567475,0.2617945021146113,17.21145905420992,3.6281179138321997,0.0,0.0,6.349206349206349,5.442176870748299,0.0,5.895691609977325,0.0,AI,1
Emergence of Synaptic Memory through Nanocolumn Organization and Postsynaptic Density Stability,290,2180,18,6.444827586206896,16.11111111111111,0.6896551724137931,0.29310344827586204,0.0,4.945670498084297,16.571954022988503,0.0,0.0,0.0,4.128440366972478,1.834862385321101,0.0,5.963302752293578,0.0,AI,1
Data-Driven Modeling of Emergent Molecular Selectivity within the Nuclear Pore Complex,297,2232,18,6.424242424242424,16.5,0.6363636363636364,0.29292929292929293,0.0,8.923863636363649,16.113686868686873,1.3440860215053765,0.0,0.0,3.1362007168458783,2.688172043010753,0.0,5.824372759856631,0.0,AI,1
Mitochondrial Cristae Morphodynamics and the Emergence of Bioenergetic Efficiency,311,2319,18,6.385852090032154,17.27777777777778,0.617363344051447,0.2958199356913183,0.0,2.4163835298321032,17.214571275455523,0.0,0.0,0.0,5.60586459680897,2.58732212160414,0.0,5.60586459680897,0.0,AI,1
Ribosome Collisions and the Mechanisms of Translational Quality Control,309,2277,18,6.229773462783172,17.166666666666668,0.6343042071197411,0.2588996763754045,0.0,11.44966828478968,15.927006472491911,6.587615283267457,0.0,0.0,8.78348704435661,5.270092226613966,0.0,5.709266578831796,0.0,AI,1
Hydrodynamic Coupling and Emergent Synchronization Mechanisms in Ciliary Arrays,292,2120,18,6.184931506849315,16.22222222222222,0.6232876712328768,0.2979452054794521,0.0,9.000951293759556,16.033926940639272,0.0,0.0,0.0,4.716981132075471,2.830188679245283,0.0,6.132075471698114,0.0,AI,1
The Extracellular Matrix as Mechanical Memory: Emergent Reciprocity in Tissue Homeostasis,346,2512,18,6.167630057803469,19.22222222222222,0.5722543352601156,0.3092485549132948,0.0,7.8550802825947414,16.9390366088632,0.0,0.0,0.0,7.165605095541402,6.369426751592357,0.0,5.175159235668789,0.0,AI,1
Emergent Immune Evasion Mechanisms Mediated by Bulky Glycan Shields in the Glycocalyx,275,2015,18,6.2690909090909095,15.277777777777779,0.6,0.2872727272727273,0.0036363636363636364,5.208055555555575,16.328333333333337,0.0,0.0,0.0,3.4739454094292803,0.0,0.0,6.451612903225806,0.0,AI,1
Symmetry Breaking in the Centrosome and the Emergence of Spindle Bipolarity,280,2070,18,6.225,15.555555555555555,0.6642857142857143,0.2892857142857143,0.0,11.573253968253994,15.50952380952381,7.246376811594203,0.0,0.0,2.898550724637681,3.864734299516908,0.0,6.280193236714975,0.0,AI,1
Emergent Membrane Remodeling from Protein Scaffolds During Autophagosome Biogenesis,310,2199,18,6.041935483870968,17.22222222222222,0.6064516129032258,0.33225806451612905,0.0,13.058960573476725,15.716344086021511,0.0,0.0,0.0,3.1832651205093225,0.0,0.0,5.911778080945885,0.0,AI,1
Emergent Sorting Mechanisms of RNA Phase Separation in Stress Granules and P-Bodies,292,2118,18,6.164383561643835,16.22222222222222,0.6506849315068494,0.2979452054794521,0.0,16.5338280060883,14.983242009132422,0.0,0.0,0.0,5.193578847969783,4.721435316336166,0.0,6.137865911237015,0.0,AI,1
Emergent Proteostasis Failure and the Collapse of the Chaperone Network in Aging,288,2135,18,6.357638888888889,16.0,0.6388888888888888,0.3125,0.0,8.763750000000016,16.011805555555558,0.0,0.0,0.0,3.747072599531616,0.0,0.0,6.0889929742388755,0.0,AI,1
The Role of Matrix Architecture in Emergent Antibiotic Resistance within Microbial Biofilms,321,2432,18,6.485981308411215,17.833333333333332,0.6386292834890965,0.29283489096573206,0.0,-0.4957398753893756,17.75876947040499,0.0,0.0,0.0,2.4671052631578947,4.934210526315789,0.0,5.345394736842105,0.0,AI,1
Emergent Signaling Bias in GPCR Oligomerization Landscapes Through Allosteric Modulation,308,2283,18,6.334415584415584,17.11111111111111,0.6428571428571429,0.288961038961039,0.0,9.28020923520927,16.21580086580087,0.0,0.0,0.0,3.9421813403416555,3.504161191414805,0.0,5.694261936049059,0.0,AI,1
Nuclear Speckles as Splicing Hubs for the Emergent Amplification of Gene Expression,301,2198,18,6.1827242524916945,16.72222222222222,0.6245847176079734,0.30564784053156147,0.0,14.759618863049099,15.354922480620157,4.549590536851683,0.0,0.0,5.45950864422202,1.8198362147406735,0.0,5.914467697907188,0.0,AI,1
Thylakoid Stacking and the Emergence of Photosynthetic Robustness in Plant Systems,311,2358,18,6.511254019292605,17.27777777777778,0.5980707395498392,0.29260450160771706,0.0,0.7842291889960507,17.442224008574495,0.0,0.0,0.0,2.9686174724342664,2.544529262086514,0.0,5.51314673452078,0.0,AI,1
Mechanisms of Exosome Loading and Sorting as Emergent Cellular Communication Packets,286,2158,18,6.489510489510489,15.88888888888889,0.6013986013986014,0.2972027972027972,0.0,5.238547008547016,16.47589743589744,0.0,0.0,0.0,3.243744207599629,0.0,0.0,6.024096385542169,0.0,AI,1
Predictive Modeling of Emergent Life-like Behaviors Through Synthetic Cell Component Integration,334,2390,18,6.029940119760479,18.555555555555557,0.6137724550898204,0.3143712574850299,0.0,14.748416500332695,15.811936127744513,5.857740585774059,0.0,0.0,7.949790794979079,3.3472803347280333,0.0,5.439330543933054,0.0,AI,1
Sequence Determinants of Intrinsically Disordered Regions in Driving Mesoscale Condensate Properties and Phase Separation,313,2474,18,6.73482428115016,17.38888888888889,0.6964856230031949,0.26517571884984026,0.0,-4.881175896343592,18.26003727369542,12.934518997574777,0.0,0.0,1.6168148746968471,0.8084074373484236,0.0,5.254648342764754,0.0,AI,1
Temporal Dynamics of Ribosome Clustering through Integrated Cryo-ET and Ribosome Profiling for Emergent Translation Factories,311,2350,18,6.495176848874598,17.27777777777778,0.6559485530546624,0.2733118971061093,0.0,2.144357806359409,17.252513397642023,0.0,0.0,0.0,5.531914893617022,0.0,0.0,5.531914893617022,0.0,AI,1
"Integrated Structural, Biophysical, and Transport Modeling of Emergent Collective Gating in the Nuclear Pore Complex",306,2365,18,6.588235294117647,17.0,0.6601307189542484,0.2777777777777778,0.0,0.7505882352941455,17.37790849673203,7.6109936575052854,0.0,0.0,5.496828752642706,2.536997885835095,0.0,5.496828752642706,0.0,AI,1
"Integrative Modeling of Emergent Nuclear Organization Through Hi-C, Imaging, and Epigenomic Data Synthesis",314,2400,18,6.560509554140127,17.444444444444443,0.6656050955414012,0.2898089171974522,0.0,-1.8946779900919921,17.857282377919322,0.0,0.0,0.0,3.75,3.3333333333333335,0.0,5.416666666666667,0.0,AI,1
Discovery of Long-Range Communication Networks in Protein Complexes via Structural Database Mining,321,2384,18,6.358255451713395,17.833333333333332,0.6261682242990654,0.29283489096573206,0.0,4.775288161993785,17.02356697819315,0.0,0.0,0.0,4.194630872483222,2.5167785234899327,0.0,5.453020134228188,0.0,AI,1
Integration of Structural and Live-Cell Data for Modeling Emergent Mechanical Properties of Mesoscale Cytoskeletal Crosstalk,288,2268,18,6.795138888888889,16.0,0.625,0.2951388888888889,0.0,-8.567499999999967,18.429166666666664,0.0,0.0,0.0,3.0864197530864197,0.0,0.0,5.731922398589065,0.0,AI,1
Decoding Signaling Fidelity through Integrated Phosphoproteomics and Structural Analysis of Kinase-Substrate Networks,251,1998,18,6.8804780876494025,13.944444444444445,0.6972111553784861,0.27091633466135456,0.0,-7.190324258521457,17.72642098273573,0.0,0.0,0.0,3.003003003003003,2.002002002002002,0.0,6.506506506506507,0.0,AI,1
"Integration of Structural, Metabolomic, and Interactome Data for Metabolon Assembly and Emergent Metabolic Channeling",309,2449,18,6.831715210355987,17.166666666666668,0.6634304207119741,0.26537216828478966,0.0,-10.453244336569554,18.98202265372169,0.8166598611678236,0.0,0.0,2.8583095140873827,3.2666394446712945,0.0,5.308289097590854,0.0,AI,1
Integration of Structural and Proteomic Data for Decoding Cargo Recognition Networks in Autophagy Receptors,267,2058,18,6.632958801498128,14.833333333333334,0.6629213483146067,0.29213483146067415,0.0,-0.8680243445692497,17.06541198501873,0.0,0.0,0.0,3.887269193391642,1.943634596695821,0.0,6.316812439261419,0.0,AI,1
Integration of Structural Dynamics and Systems-Level Oscillations in Emergent Circadian Protein Network Timing,305,2314,18,6.508196721311475,16.944444444444443,0.6426229508196721,0.28852459016393445,0.0,1.0199954462659662,17.32653005464481,0.0,0.0,0.0,6.48228176318064,3.4572169403630078,0.0,5.617977528089887,0.0,AI,1
Integration of Cryo-ET and Bioenergetic Data for Modeling Mesoscale Energy Transduction in Mitochondrial Cristae,323,2451,18,6.526315789473684,17.944444444444443,0.6037151702786377,0.3065015479876161,0.0,-3.365608015135848,18.186661506707946,0.0,0.0,0.0,2.8559771521827826,0.0,0.0,5.303957568339453,0.0,AI,1
Integration of Structural and Immunopeptidomic Data for Modeling Emergent Antigen Processing in the Immunoproteasome,271,2197,18,6.929889298892989,15.055555555555555,0.6715867158671587,0.25092250922509224,0.0,-10.424986674866716,18.453622386223866,10.468821119708695,0.0,0.0,3.1861629494765586,2.7309968138370504,0.0,5.9171597633136095,0.0,AI,1
Integration of Structural and Transport Data for Modeling CRM1-Mediated Cargo Recognition in Nuclear Export,310,2292,18,6.32258064516129,17.22222222222222,0.6064516129032258,0.3064516129032258,0.0,5.963476702508956,16.706021505376345,0.0,0.0,0.0,4.363001745200698,1.7452006980802792,0.0,5.671902268760907,0.0,AI,1
"Emergent Cooperativity in Transcription Factor Clusters: Integrating ChIP-seq, Structural, and Imaging Data for Enhancer Activation Modeling",289,2192,18,6.505190311418685,16.055555555555557,0.6747404844290658,0.314878892733564,0.0,-0.030939061899260878,17.252289504036913,0.0,0.0,0.0,1.8248175182481752,1.8248175182481752,0.0,5.930656934306569,0.0,AI,1
Integrated Cryo-EM and Sequence Analysis for Modeling Emergent Viral Capsid Geometry from Protein Interactions,281,2125,18,6.498220640569395,15.61111111111111,0.6441281138790036,0.2918149466192171,0.0,0.4139215104784739,17.07982799525504,0.0,0.0,0.0,6.588235294117648,0.9411764705882353,0.0,6.11764705882353,0.0,AI,1
Integration of Structural and Lipidomic Data for Modeling BAR Domain Collective Behavior in Membrane Curvature Sensing,278,2177,18,6.773381294964029,15.444444444444445,0.6510791366906474,0.2805755395683453,0.0,-3.299384492406034,17.556354916067146,0.0,0.0,0.0,2.756086357372531,0.0,0.0,5.971520440973817,0.0,AI,1
Integration of Cryo-EM Structures and Clinical Data for Modeling Fibril Architecture and Pathological Prion Strain Properties,299,2242,18,6.40133779264214,16.61111111111111,0.6555183946488294,0.3010033444816054,0.0,2.9493041620215763,16.974620958751398,0.0,0.0,0.0,3.1222123104371096,4.460303300624442,0.0,5.798394290811775,0.0,AI,1
Modeling Symmetry Breaking in Emergent Cell Polarity Through Integrated Imaging and Interactome Data Analysis,241,1919,18,6.8879668049792535,13.38888888888889,0.6763485477178424,0.26556016597510373,0.0,-9.303269940064496,17.883118948824343,0.0,0.0,0.0,3.6477331943720688,1.0422094841063052,0.0,6.774361646690985,0.0,AI,1
