proposal_uid,source_type,source_group,lda_topic,lda_topic_prob_0,lda_topic_prob_1,lda_topic_prob_2,lda_topic_prob_3,lda_topic_prob_4,cross_source_group
y2::7,human,Human,4,0.0019163416618013585,0.001910558354472933,0.4196433995361292,0.0019137269909923274,0.5746159734566042,Human
y2::8,human,Human,2,0.002241652028823622,0.002264173591197426,0.9909674494527057,0.002259238745467527,0.0022674861818057727,Human
y2::9,human,Human,4,0.0022715614151302453,0.0022857299510980014,0.002294793770004608,0.0022783591165767433,0.9908695557471905,Human
baseline::claude-opus-4-5::01,ai,all-ai-baseline,0,0.5986387123264427,0.04159744166536162,0.0017764274449804012,0.35622401760171873,0.0017634009614964819,all-ai-baseline
baseline::claude-opus-4-5::02,ai,all-ai-baseline,1,0.0019193719853606642,0.9923522076637387,0.0019060491966365427,0.0019184100789523466,0.0019039610753117157,all-ai-baseline
baseline::claude-opus-4-5::03,ai,all-ai-baseline,4,0.0020513571941016663,0.002063033616757985,0.002046226846009244,0.002045722811536495,0.9917936595315946,all-ai-baseline
baseline::claude-opus-4-5::04,ai,all-ai-baseline,4,0.0020300389929910913,0.0020311896399882665,0.0020465714508715316,0.24349450296838251,0.7503976969477666,all-ai-baseline
baseline::claude-opus-4-5::05,ai,all-ai-baseline,4,0.0018501850989769263,0.24250349750596478,0.0018322213049548365,0.1318245962179489,0.6219894998721545,all-ai-baseline
baseline::claude-opus-4-5::06,ai,all-ai-baseline,1,0.0019551487857670823,0.9921499051442951,0.0019650751305712874,0.0019650011717650185,0.0019648697676016053,all-ai-baseline
baseline::claude-opus-4-5::07,ai,all-ai-baseline,1,0.001972740002733654,0.869604566663137,0.0019734596825974767,0.12448167708797149,0.001967556563560349,all-ai-baseline
baseline::claude-opus-4-5::08,ai,all-ai-baseline,1,0.0019313544114085274,0.7182427351250231,0.0019412869578669437,0.0019270278296355226,0.2759575956760659,all-ai-baseline
baseline::claude-opus-4-5::09,ai,all-ai-baseline,1,0.00229423980151957,0.8424910815265787,0.002294432279660991,0.15063603361573535,0.0022842127765054804,all-ai-baseline
baseline::claude-opus-4-5::10,ai,all-ai-baseline,1,0.002419495378088649,0.9902515172826059,0.002439184502239358,0.002439004694058809,0.0024507981430073743,all-ai-baseline
baseline::claude-opus-4-5::11,ai,all-ai-baseline,1,0.4559597654298075,0.5381588063613647,0.0019601134388882303,0.001956375821840819,0.0019649389480989477,all-ai-baseline
baseline::claude-opus-4-5::12,ai,all-ai-baseline,4,0.0023442034489255014,0.002365555831018738,0.0023498998450238173,0.0023416764951860766,0.9905986643798459,all-ai-baseline
baseline::claude-opus-4-5::13,ai,all-ai-baseline,1,0.0028479579524445793,0.5002267471056113,0.0028458934060149065,0.0028540249844310754,0.4912253765514981,all-ai-baseline
baseline::claude-opus-4-5::14,ai,all-ai-baseline,0,0.9928208894897737,0.0017972491624743347,0.0017946377314184028,0.0017937068578330528,0.001793516758500557,all-ai-baseline
baseline::claude-opus-4-5::15,ai,all-ai-baseline,1,0.0019750136754129403,0.992065098459085,0.0019844328808063067,0.0019910884526734333,0.0019843665320222604,all-ai-baseline
baseline::claude-opus-4-5::16,ai,all-ai-baseline,1,0.0019332336754981322,0.9922462006476404,0.0019377695510819463,0.0019394611613160432,0.0019433349644635296,all-ai-baseline
baseline::claude-opus-4-5::17,ai,all-ai-baseline,1,0.002015953030858051,0.9919437065373782,0.002025713402908088,0.0020099357283550607,0.0020046913005006524,all-ai-baseline
baseline::claude-opus-4-5::18,ai,all-ai-baseline,1,0.00199894563369683,0.9919767222159377,0.002014553859112739,0.0020034900362531603,0.00200628825499945,all-ai-baseline
baseline::claude-opus-4-5::19,ai,all-ai-baseline,1,0.0020060999531554195,0.58622879011468,0.0020164694394698883,0.40774594610218606,0.0020026943905087622,all-ai-baseline
baseline::claude-opus-4-5::20,ai,all-ai-baseline,2,0.002038615391309332,0.0020491207698266315,0.991804194487931,0.0020579483126247126,0.002050121038308379,all-ai-baseline
baseline::claude-opus-4-5::21,ai,all-ai-baseline,1,0.0022900295880530458,0.9908285160647208,0.002290680377535709,0.0022885890569143983,0.002302184912775953,all-ai-baseline
baseline::claude-opus-4-5::22,ai,all-ai-baseline,1,0.002078167676021539,0.6414908442135937,0.002097516686677955,0.0020867704276117303,0.3522467009960952,all-ai-baseline
baseline::claude-opus-4-5::23,ai,all-ai-baseline,1,0.10043234083641464,0.486377494466776,0.0019482499374966892,0.40929242877449956,0.001949485984813226,all-ai-baseline
baseline::gpt-5.2::01,ai,all-ai-baseline,0,0.432814221595914,0.19082717364614732,0.25810471266967294,0.0018263402487140297,0.11642755183955159,all-ai-baseline
baseline::gpt-5.2::02,ai,all-ai-baseline,1,0.0019568531309533937,0.992142700525925,0.001977952599000231,0.0019613047320997724,0.0019611890120216275,all-ai-baseline
baseline::gpt-5.2::03,ai,all-ai-baseline,1,0.0018270500517434266,0.9926742630196667,0.0018316976361046197,0.0018403209852762784,0.0018266683072089586,all-ai-baseline
baseline::gpt-5.2::04,ai,all-ai-baseline,1,0.15092827475485193,0.5288594713032453,0.0021188423819142785,0.3159695726179407,0.0021238389420478315,all-ai-baseline
baseline::gpt-5.2::05,ai,all-ai-baseline,1,0.0022703525281373743,0.6099652383038134,0.38322390550047175,0.0022617382468180887,0.0022787654207592637,all-ai-baseline
baseline::gpt-5.2::06,ai,all-ai-baseline,1,0.0019993129252492783,0.9919985019259148,0.0020060951293038106,0.001997733984656694,0.0019983560348754985,all-ai-baseline
baseline::gpt-5.2::07,ai,all-ai-baseline,1,0.0019681695061643293,0.9921087365857273,0.001975623075097901,0.001971425913629243,0.0019760449193812193,all-ai-baseline
baseline::gpt-5.2::08,ai,all-ai-baseline,1,0.002322599891159156,0.9906840414794409,0.0023507030003830855,0.0023171782937165195,0.0023254773353002475,all-ai-baseline
baseline::gpt-5.2::09,ai,all-ai-baseline,2,0.0019158706290056564,0.0019635312388346935,0.9922507561913808,0.0019245910395533055,0.0019452509012255683,all-ai-baseline
baseline::gpt-5.2::10,ai,all-ai-baseline,1,0.0019926947213611264,0.6462888394722515,0.0019816394488712335,0.04002374420477751,0.3097130821527387,all-ai-baseline
baseline::gpt-5.2::11,ai,all-ai-baseline,2,0.0020014815981640646,0.29798553603895217,0.6960114642584251,0.0019980156830955997,0.002003502421363107,all-ai-baseline
baseline::gpt-5.2::12,ai,all-ai-baseline,1,0.08785205319218377,0.5707516478537896,0.002302313320807332,0.0023045593595071483,0.3367894262737122,all-ai-baseline
baseline::gpt-5.2::13,ai,all-ai-baseline,1,0.002295456588917348,0.99077680307491,0.002319498059289158,0.002313249913810472,0.0022949923630732443,all-ai-baseline
baseline::gpt-5.2::14,ai,all-ai-baseline,4,0.0024133119808745817,0.4848548092444771,0.002380063964605547,0.002378107129273814,0.507973707680769,all-ai-baseline
baseline::gpt-5.2::15,ai,all-ai-baseline,1,0.0018757993270517126,0.5193557624122074,0.0018909274964491816,0.11776648548665486,0.35911102527763694,all-ai-baseline
baseline::gpt-5.2::16,ai,all-ai-baseline,4,0.0021797869806629323,0.002195016374376938,0.002178404456948823,0.0021677193877252927,0.9912790728002859,all-ai-baseline
baseline::gpt-5.2::17,ai,all-ai-baseline,4,0.0019450596596520798,0.001963488264143128,0.001973000760126757,0.0019494951453164961,0.9921689561707616,all-ai-baseline
baseline::gpt-5.2::18,ai,all-ai-baseline,1,0.002482734375054858,0.9900299845622227,0.002507213671626113,0.0024905951597402414,0.0024894722313562804,all-ai-baseline
baseline::gpt-5.2::19,ai,all-ai-baseline,1,0.002020789266485953,0.5856732156555522,0.4082463959419255,0.0020236437980970068,0.0020359553379393335,all-ai-baseline
baseline::gpt-5.2::20,ai,all-ai-baseline,2,0.0018478117420758612,0.38391179862179764,0.5312765292210733,0.08112015469321812,0.0018437057218351504,all-ai-baseline
baseline::gpt-5.2::21,ai,all-ai-baseline,3,0.0018798823369831016,0.19165960861160947,0.001866364173331594,0.8027241295071916,0.001870015370884174,all-ai-baseline
baseline::gpt-5.2::22,ai,all-ai-baseline,1,0.0020045462889960665,0.9919736018947646,0.0020017498759190146,0.002003414843306702,0.0020166870970137023,all-ai-baseline
baseline::gpt-5.2::23,ai,all-ai-baseline,1,0.0019098675431517096,0.992352284228911,0.0019224023676320898,0.0019085892517741274,0.0019068566085310818,all-ai-baseline
baseline::gemini-3-pro-preview::01,ai,all-ai-baseline,3,0.002305872670170769,0.002318153432482326,0.002349629639225045,0.9907083533158072,0.0023179909423146658,all-ai-baseline
baseline::gemini-3-pro-preview::02,ai,all-ai-baseline,4,0.001977139990303601,0.0019564268065578585,0.0019354331644296783,0.0019530459247126325,0.9921779541139962,all-ai-baseline
baseline::gemini-3-pro-preview::03,ai,all-ai-baseline,4,0.00231062089679378,0.38223102916040325,0.0023402726182523152,0.19197782007655975,0.421140257247991,all-ai-baseline
baseline::gemini-3-pro-preview::04,ai,all-ai-baseline,1,0.0019523122209455914,0.9921788912038823,0.001955143838500483,0.001950524005253796,0.0019631287314179277,all-ai-baseline
baseline::gemini-3-pro-preview::05,ai,all-ai-baseline,1,0.0019359849574400367,0.7330190299404821,0.0019431516163923867,0.0019509051108122064,0.2611509283748734,all-ai-baseline
baseline::gemini-3-pro-preview::06,ai,all-ai-baseline,1,0.002328040661301704,0.9906505815552665,0.0023342401103305472,0.002335434807827404,0.0023517028652737127,all-ai-baseline
baseline::gemini-3-pro-preview::07,ai,all-ai-baseline,3,0.001977667363545764,0.4470121444441429,0.0019947431925361817,0.5470108667206545,0.002004578279120739,all-ai-baseline
baseline::gemini-3-pro-preview::08,ai,all-ai-baseline,1,0.0019033569847436856,0.6063491037455819,0.0019085374437857138,0.0019227392593984941,0.38791626256649026,all-ai-baseline
baseline::gemini-3-pro-preview::09,ai,all-ai-baseline,1,0.22961084782233404,0.7645134490016434,0.001954216905843337,0.0019525973775611583,0.001968888892618033,all-ai-baseline
baseline::gemini-3-pro-preview::10,ai,all-ai-baseline,1,0.0020266196843811294,0.9918850978920231,0.002025450460376865,0.0020276472312791873,0.0020351847319398206,all-ai-baseline
baseline::gemini-3-pro-preview::11,ai,all-ai-baseline,4,0.002268775936534454,0.35233913743618284,0.08918204852215454,0.0022686488526072477,0.5539413892525209,all-ai-baseline
baseline::gemini-3-pro-preview::12,ai,all-ai-baseline,1,0.00203781236635245,0.7682544378541931,0.002031335143995384,0.002035575832440282,0.22564083880301886,all-ai-baseline
baseline::gemini-3-pro-preview::13,ai,all-ai-baseline,4,0.00199414493130248,0.002012932031077334,0.0019953571108675757,0.0020003035284332144,0.9919972623983194,all-ai-baseline
baseline::gemini-3-pro-preview::14,ai,all-ai-baseline,1,0.0026576645999608116,0.8327605737454931,0.002663561193444544,0.0864318735509152,0.07548632691018645,all-ai-baseline
baseline::gemini-3-pro-preview::15,ai,all-ai-baseline,1,0.0025031833898849277,0.9899327862558357,0.002516789828342364,0.0025354891722736213,0.002511751353663376,all-ai-baseline
baseline::gemini-3-pro-preview::16,ai,all-ai-baseline,3,0.0017614625665506554,0.42382054805292607,0.0017707376497025783,0.5708772732173779,0.001769978513442719,all-ai-baseline
baseline::gemini-3-pro-preview::17,ai,all-ai-baseline,2,0.0019690671967870113,0.3949751991337425,0.5991094613875273,0.001980271667236781,0.0019660006147063642,all-ai-baseline
baseline::gemini-3-pro-preview::18,ai,all-ai-baseline,4,0.0020275316016282645,0.0020594498967075256,0.0020394747651092237,0.0020390263667961536,0.9918345173697588,all-ai-baseline
baseline::gemini-3-pro-preview::19,ai,all-ai-baseline,1,0.0020592691341589035,0.9584944736472714,0.035308779784356044,0.0020588933254531185,0.0020785841087605774,all-ai-baseline
baseline::gemini-3-pro-preview::20,ai,all-ai-baseline,4,0.0019431933640429314,0.001949939909207992,0.0019510051543375447,0.05222997019025391,0.9419258913821577,all-ai-baseline
baseline::gemini-3-pro-preview::21,ai,all-ai-baseline,1,0.002064355665626413,0.9916661827538801,0.0020778576190662408,0.0021032325039193004,0.0020883714575079546,all-ai-baseline
baseline::gemini-3-pro-preview::22,ai,all-ai-baseline,1,0.0019757564529605826,0.8786615578889049,0.0019808566384840877,0.11539431448563947,0.001987514534011148,all-ai-baseline
baseline::gemini-3-pro-preview::23,ai,all-ai-baseline,1,0.002032568667073868,0.6127101558170351,0.002060390044224354,0.002055361948765933,0.3811415235229008,all-ai-baseline
one_at_a_time::claude-sonnet-5::01,ai,all-ai-one-at-a-time,0,0.777051872514306,0.001777686047424608,0.0017924238060064107,0.21760123804722586,0.001776779585037196,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::02,ai,all-ai-one-at-a-time,3,0.0017956088763884895,0.0017896573484404035,0.09105597636191369,0.9035712056793859,0.0017875517338715118,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::03,ai,all-ai-one-at-a-time,3,0.17415447972262857,0.0018096761097977706,0.2354678493396254,0.5867670916763198,0.0018009031516284543,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::04,ai,all-ai-one-at-a-time,2,0.0018450538842190395,0.001836739146923154,0.522779162241437,0.4717037671249802,0.0018352776024407773,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::05,ai,all-ai-one-at-a-time,0,0.7757505049003468,0.0017900417418942676,0.0017991125257988373,0.21887061977334482,0.0017897210586152066,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::06,ai,all-ai-one-at-a-time,0,0.9030016393236918,0.002212673362789265,0.0022420351443578016,0.09033364940343819,0.0022100027657228987,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::07,ai,all-ai-one-at-a-time,2,0.14903710506327558,0.0017986382059373123,0.40805873207209126,0.3737599476218277,0.0673455770368681,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::08,ai,all-ai-one-at-a-time,2,0.0017735745127727175,0.0017649561124954626,0.6078889723193381,0.3868101534849723,0.0017623435704213271,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::09,ai,all-ai-one-at-a-time,3,0.3919831900118921,0.001885553390760813,0.001896470790669985,0.6023441946491395,0.001890591157537716,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::10,ai,all-ai-one-at-a-time,2,0.13378411274037003,0.11985590486536037,0.4375318851210492,0.30701807401346237,0.0018100232597579684,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::11,ai,all-ai-one-at-a-time,3,0.17420103288520405,0.16495357736981076,0.15408034175226967,0.5048625576817948,0.0019024903109208216,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::12,ai,all-ai-one-at-a-time,0,0.7823480479803948,0.002186461205867568,0.0022128405769333654,0.2110655493109471,0.002187100925857132,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::13,ai,all-ai-one-at-a-time,0,0.3642234633910335,0.0018007973322238782,0.2755138721068007,0.3566647890946821,0.0017970780752598033,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::14,ai,all-ai-one-at-a-time,3,0.4213539739005975,0.0021706423091789172,0.0021952462191817514,0.5721154210866475,0.002164716484394378,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::15,ai,all-ai-one-at-a-time,0,0.6007230444157003,0.0018083256390410375,0.0018175673411055444,0.39384372681462104,0.0018073357895320888,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::16,ai,all-ai-one-at-a-time,3,0.15809247031642415,0.0018973620682068214,0.0018947329605352341,0.8362226523092219,0.0018927823456119295,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::17,ai,all-ai-one-at-a-time,0,0.5567679915445265,0.0016988646513153552,0.0017191204477733427,0.43811487896051454,0.0016991443958702152,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::18,ai,all-ai-one-at-a-time,2,0.11265536636431604,0.0019336068258654084,0.652248853947658,0.23123014908437278,0.0019320237777877263,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::19,ai,all-ai-one-at-a-time,3,0.08402272853444183,0.0018824253880046432,0.0019069494016912209,0.9103039260760961,0.0018839705997661823,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::20,ai,all-ai-one-at-a-time,3,0.4675600880392051,0.0018038029915539695,0.058658552660083296,0.4701747210336992,0.0018028352754584514,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::21,ai,all-ai-one-at-a-time,3,0.1341727639363256,0.1569178071420573,0.2720301852561449,0.43507696129095186,0.0018022823745203471,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::22,ai,all-ai-one-at-a-time,3,0.0017840951547168807,0.001799586254168862,0.26409467801797526,0.7305260728027844,0.0017955677703544877,all-ai-one-at-a-time
one_at_a_time::claude-sonnet-5::23,ai,all-ai-one-at-a-time,3,0.0017697335166827809,0.001757373583426635,0.001762142252393108,0.9929539389868455,0.0017568116606520526,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::01,ai,all-ai-one-at-a-time,2,0.002300519402567954,0.0022879763333142167,0.9908086458341137,0.00231912344922951,0.0022837349807746325,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::02,ai,all-ai-one-at-a-time,2,0.0019571712839803962,0.0019557034090967864,0.9921751385429585,0.0019595815897543987,0.0019524051742099574,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::03,ai,all-ai-one-at-a-time,2,0.0018751860719636172,0.0018785057277807189,0.7021997180215626,0.29218083163392317,0.0018657585447700985,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::04,ai,all-ai-one-at-a-time,2,0.0019682127873345994,0.0019400145844311071,0.7961614367986005,0.0019601615450001177,0.19797017428463362,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::05,ai,all-ai-one-at-a-time,2,0.0018155591663221366,0.0018077409267480945,0.7884344785299399,0.001824222358008569,0.20611799901898126,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::06,ai,all-ai-one-at-a-time,2,0.001932485852491647,0.0019246265542175003,0.992283669876759,0.001941089379215049,0.0019181283373167785,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::07,ai,all-ai-one-at-a-time,2,0.0022809856761296103,0.002287233738064911,0.9908587453612342,0.0022934729929419903,0.002279562231629245,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::08,ai,all-ai-one-at-a-time,2,0.0021375696274316494,0.002146937507549671,0.9914192734081134,0.002155443243573228,0.002140776213332009,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::09,ai,all-ai-one-at-a-time,2,0.0018816278651950882,0.001867233548768049,0.9925066333133281,0.0018832254114511371,0.0018612798612576704,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::10,ai,all-ai-one-at-a-time,2,0.0019764511468317587,0.0019797280613374894,0.9920870028786427,0.00198311937012806,0.001973698543060023,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::11,ai,all-ai-one-at-a-time,2,0.0018387481762657865,0.0018377726538117433,0.769219792186888,0.22527101003930528,0.0018326769437291557,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::12,ai,all-ai-one-at-a-time,2,0.0018640570396376312,0.001858779444015097,0.7396184093693776,0.0616934132177853,0.19496534092918433,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::13,ai,all-ai-one-at-a-time,2,0.0018983011245717856,0.0859601578939924,0.7774773816701124,0.1327782792078801,0.0018858801034433526,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::14,ai,all-ai-one-at-a-time,2,0.002149664807076284,0.029943011576082493,0.8200577700046532,0.14569507314161256,0.002154480470575547,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::15,ai,all-ai-one-at-a-time,2,0.0019135059780774812,0.0019055859603147997,0.4384665036062736,0.3780638121193894,0.17965059233594483,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::16,ai,all-ai-one-at-a-time,2,0.0018838634317198183,0.0018933173962417174,0.9337120798317041,0.03137424154062715,0.031136497799707185,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::17,ai,all-ai-one-at-a-time,2,0.0023168006894222883,0.08396267679932652,0.5618254456456092,0.34957217962436365,0.0023228972412783016,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::18,ai,all-ai-one-at-a-time,2,0.0019205870702462163,0.0019227536121661961,0.9923174242650995,0.0019243097775126544,0.0019149252749755838,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::19,ai,all-ai-one-at-a-time,2,0.0018729512083213993,0.0018754438006098667,0.868665453310258,0.0018761979614537923,0.12570995371935692,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::20,ai,all-ai-one-at-a-time,2,0.002284980970217079,0.002290487694667762,0.8288230169298973,0.0023152974476085154,0.16428621695760923,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::21,ai,all-ai-one-at-a-time,2,0.0021257376006186303,0.0021255692761790786,0.9915039729803127,0.002131048132825811,0.0021136720100639276,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::22,ai,all-ai-one-at-a-time,2,0.001937458412294255,0.001936635493947884,0.9922227946212735,0.0019442397676354198,0.0019588717048489098,all-ai-one-at-a-time
one_at_a_time::gpt-5.5::23,ai,all-ai-one-at-a-time,2,0.0018607289555291394,0.0018473743173267672,0.8962620473086036,0.0018678534120167782,0.09816199600652371,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::01,ai,all-ai-one-at-a-time,3,0.0018310691544531179,0.16476318393392828,0.0018570005311214543,0.8297194371173149,0.0018293092631822582,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::02,ai,all-ai-one-at-a-time,3,0.0018153235205516005,0.001820450070905073,0.0018314675275224236,0.9927146649560448,0.0018180939249761463,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::03,ai,all-ai-one-at-a-time,3,0.002369919554930178,0.0023752714212407775,0.26121973499429496,0.7316632688105668,0.0023718052189674165,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::04,ai,all-ai-one-at-a-time,3,0.0017557241419148663,0.18559423832259378,0.21456057955793817,0.5963419717490173,0.0017474862285359596,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::05,ai,all-ai-one-at-a-time,3,0.0019044453247563538,0.10753737539492636,0.37904694730970423,0.5095908477771096,0.00192038419350347,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::06,ai,all-ai-one-at-a-time,3,0.08133971008520571,0.0016849206283526528,0.0016932648772899329,0.8129900504290752,0.10229205398007647,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::07,ai,all-ai-one-at-a-time,3,0.0023482150783413684,0.22474217375754166,0.0023393918977788145,0.7682386294852719,0.0023315897810663694,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::08,ai,all-ai-one-at-a-time,3,0.0021935857847036866,0.21933550767046528,0.002215846861817527,0.774049893914879,0.0022051657681345068,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::09,ai,all-ai-one-at-a-time,3,0.0017950924295886091,0.001809597515453956,0.0018151194829024316,0.9927810526401429,0.0017991379319120175,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::10,ai,all-ai-one-at-a-time,3,0.0017234764631164916,0.001745596900368916,0.0017326670649414168,0.9930641357994283,0.0017341237721447793,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::11,ai,all-ai-one-at-a-time,3,0.001991631995963083,0.001958469792405387,0.12974082883556587,0.8644102672516817,0.0018988021243839558,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::12,ai,all-ai-one-at-a-time,3,0.0020754826832622103,0.20324413245348147,0.2323654482635132,0.46578065419942877,0.09653428240031424,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::13,ai,all-ai-one-at-a-time,3,0.001796715356797471,0.14363640334097583,0.17137169597736654,0.6329173077575357,0.050277877567324464,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::14,ai,all-ai-one-at-a-time,2,0.0018124666265002542,0.0018177138521082777,0.5617277886377029,0.43283709836360856,0.0018049325200800086,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::15,ai,all-ai-one-at-a-time,3,0.16127501885061038,0.0019218563944337415,0.2950584801928378,0.5398379450649484,0.0019066994971696349,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::16,ai,all-ai-one-at-a-time,3,0.00172750781768697,0.0017325880166439473,0.07355104425237101,0.9212550867019802,0.001733773211317886,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::17,ai,all-ai-one-at-a-time,3,0.0018754193143257563,0.0018832988924532513,0.22449141849118126,0.6781593806254737,0.09359048267656611,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::18,ai,all-ai-one-at-a-time,3,0.0019286122628515106,0.0019451221727457644,0.0019555942709725002,0.9922220397354677,0.001948631557962538,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::19,ai,all-ai-one-at-a-time,3,0.002295388666854777,0.20133804136066963,0.27041227374077853,0.5236497089621714,0.0023045872695255294,all-ai-one-at-a-time
