pair_type,proposal_key,match_method,human_reviewer,ai_model,cosine_similarity,sentiment_alignment,categorical_agreement,categorical_agreement_num,ai_model_1,ai_model_2,ai_model_pair,human_reviewer_1,human_reviewer_2
ai-ai,Y1_01,fuzzy,,,0.9698354005813599,0.977378751631144,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_01,fuzzy,,,0.9904625415802002,0.9738217296487973,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_01,fuzzy,,,0.9599935412406921,0.9830362460120524,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_01,fuzzy,,,0.9712347984313965,0.9593717221301372,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_01,fuzzy,,,0.9800465106964111,0.955870587596394,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_01,fuzzy,,,0.9742580652236938,0.9763354761180848,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_01,fuzzy,,,0.9692344069480896,0.9728343415843416,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_01,fuzzy,,,0.9722781181335449,0.9964988654662568,agree,2,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_02,fuzzy,human-reviewer-1,gpt-5.2,0.9361684322357178,0.9997350713012477,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9322373867034912,0.962679834054834,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-1,claude-opus-4-5,0.9318331480026245,0.9768638444888444,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-2,gpt-5.2,0.9482002258300781,0.9909617864029628,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9567039012908936,0.9714531189531189,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-2,claude-opus-4-5,0.9582229852676392,0.9856371293871293,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-3,gpt-5.2,0.9483230710029602,0.9943838218562483,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9689222574234009,0.9680310834998335,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-3,claude-opus-4-5,0.9693296551704407,0.9822150939338439,agree,2,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-4,gpt-5.2,0.9569916725158691,0.9840853652066888,partial,1,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9801806807518005,0.9465002705627705,partial,1,,,,,
human-ai,Y1_02,fuzzy,human-reviewer-4,claude-opus-4-5,0.9799976348876953,0.9606842809967809,partial,1,,,,,
ai-ai,Y1_02,fuzzy,,,0.9695433378219604,0.9624149053560818,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_02,fuzzy,,,0.9730823040008545,0.9765989157900923,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_02,fuzzy,,,0.990393340587616,0.9858159895659896,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_02,fuzzy,,,0.9653944969177246,0.9912267151017151,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_02,fuzzy,,,0.9491573572158813,0.9946487505550006,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_02,fuzzy,,,0.905106782913208,0.9838204365079365,partial,1,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_02,fuzzy,,,0.9665893316268921,0.9965779645467145,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_02,fuzzy,,,0.9408676624298096,0.9750471516096516,partial,1,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_02,fuzzy,,,0.9653563499450684,0.9784691870629371,partial,1,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_03,fuzzy,human-reviewer-1,gpt-5.2,0.9577937126159668,0.9312788718956482,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9621577858924866,0.9351446877927141,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-1,claude-opus-4-5,0.9619364142417908,0.9278446719415618,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-2,gpt-5.2,0.9359345436096191,0.9854119318181818,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9511924386024475,0.9892777477152477,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-2,claude-opus-4-5,0.9605041146278381,0.9819777318640955,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-3,gpt-5.2,0.9734329581260681,0.9608240891053391,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9766808152198792,0.9646899050024049,partial,1,,,,,
human-ai,Y1_03,fuzzy,human-reviewer-3,claude-opus-4-5,0.9788264036178589,0.9573898891512528,partial,1,,,,,
ai-ai,Y1_03,fuzzy,,,0.9721133708953857,0.9961341841029341,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_03,fuzzy,,,0.9783605933189392,0.9965658000459137,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_03,fuzzy,,,0.9900487065315247,0.9926999841488477,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_03,fuzzy,,,0.9441218376159668,0.9458669400774664,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_03,fuzzy,,,0.9661024808883667,0.9704547827903092,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_03,fuzzy,,,0.9491654634475708,0.9754121572871572,agree,2,,,,human-reviewer-2,human-reviewer-3
human-ai,Y1_04,fuzzy,human-reviewer-1,gpt-5.2,0.9386325478553772,0.9979465187590187,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9177290201187134,0.9603249080668436,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-1,claude-opus-4-5,0.9331204295158386,0.9893506493506493,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-2,gpt-5.2,0.9360454678535461,0.996799512987013,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9130131602287292,0.9550709398128753,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-2,claude-opus-4-5,0.930155873298645,0.9840966810966811,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-3,gpt-5.2,0.9619066715240479,0.967483787046287,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9453939199447632,0.9907876397795753,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-3,claude-opus-4-5,0.9599767327308655,0.980186618936619,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-4,gpt-5.2,0.956204354763031,0.9790634807900432,partial,1,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9391416311264038,0.9373349076159057,partial,1,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-4,claude-opus-4-5,0.952431321144104,0.9663606488997114,partial,1,,,,,
ai-ai,Y1_04,fuzzy,,,0.9655368328094482,0.9582714268258623,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_04,fuzzy,,,0.9727845191955566,0.987297168109668,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_04,fuzzy,,,0.982441246509552,0.9709742587161942,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_04,fuzzy,,,0.9779413938522339,0.9947460317460317,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_04,fuzzy,,,0.9652271270751953,0.9695372682872683,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_04,fuzzy,,,0.9669493436813354,0.9770099995490621,partial,1,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_04,fuzzy,,,0.9603009819984436,0.9642833000333,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_04,fuzzy,,,0.9608218669891357,0.9822639678030303,partial,1,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_04,fuzzy,,,0.9773949384689331,0.9465472678363304,partial,1,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_05,fuzzy,human-reviewer-1,gpt-5.2,0.9597869515419006,0.9544681801784074,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9584466218948364,0.9816154307856894,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-1,claude-opus-4-5,0.9721203446388245,0.9929387626262627,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-2,gpt-5.2,0.9561045169830322,0.9611150055752329,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9676240682601929,0.9882622561825148,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-2,claude-opus-4-5,0.9731583595275879,0.9995855880230881,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-3,gpt-5.2,0.9601149559020996,0.9665195789059425,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9622926115989685,0.9936668295132245,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-3,claude-opus-4-5,0.9732627868652344,0.9950098386462023,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-4,gpt-5.2,0.9493727087974548,0.9883809102153258,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9735220074653625,0.9612336596080439,agree,2,,,,,
human-ai,Y1_05,fuzzy,human-reviewer-4,claude-opus-4-5,0.9763180613517761,0.9499103277674706,agree,2,,,,,
ai-ai,Y1_05,fuzzy,,,0.9635149240493774,0.972852749392718,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_05,fuzzy,,,0.9758507013320923,0.9615294175521448,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_05,fuzzy,,,0.9778547883033752,0.9886766681594268,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_05,fuzzy,,,0.971380352973938,0.9933531746031746,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_05,fuzzy,,,0.9689406752586365,0.987948601272465,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_05,fuzzy,,,0.9704065322875977,0.9428490903937332,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_05,fuzzy,,,0.9751163721084595,0.9945954266692904,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_05,fuzzy,,,0.9725434184074402,0.9494959157905586,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_05,fuzzy,,,0.9719220399856567,0.9549004891212683,agree,2,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_06,fuzzy,human-reviewer-1,gpt-5.2,0.9453021883964539,0.9663555540204476,partial,1,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9621704816818237,0.9183061312210248,partial,1,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-1,claude-opus-4-5,0.956049919128418,0.9724897531546468,partial,1,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-2,gpt-5.2,0.938606858253479,0.9901611201298701,agree,2,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9524587988853455,0.9421116973304473,agree,2,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-2,claude-opus-4-5,0.945918083190918,0.9962953192640692,agree,2,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-3,gpt-5.2,0.938654899597168,0.9829123792873793,agree,2,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9497155547142029,0.9348629564879565,agree,2,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-3,claude-opus-4-5,0.9473880529403687,0.9890465784215784,agree,2,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-4,gpt-5.2,0.938626766204834,0.9658612479474549,partial,1,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9529867172241211,0.9178118251480321,partial,1,,,,,
human-ai,Y1_06,fuzzy,human-reviewer-4,claude-opus-4-5,0.9502117037773132,0.971995447081654,partial,1,,,,,
ai-ai,Y1_06,fuzzy,,,0.9670231342315674,0.9519505772005772,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_06,fuzzy,,,0.9716813564300537,0.9938658008658009,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_06,fuzzy,,,0.9869239330291748,0.9458163780663781,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_06,fuzzy,,,0.9705950021743774,0.9761944338905775,partial,1,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_06,fuzzy,,,0.9706085324287415,0.9834431747330683,partial,1,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_06,fuzzy,,,0.967947781085968,0.9995056939270072,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_06,fuzzy,,,0.9709310531616211,0.9927512591575092,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_06,fuzzy,,,0.9641435742378235,0.9757001278175848,partial,1,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_06,fuzzy,,,0.9763490557670593,0.9829488686600756,partial,1,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_07,fuzzy,human-reviewer-1,gpt-5.2,0.9572847485542297,0.9912545948203842,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9439074993133545,0.9953689621781727,agree,2,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-1,claude-opus-4-5,0.9587123990058899,0.9999207298549404,agree,2,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-2,gpt-5.2,0.9503511786460876,0.9114139854139853,agree,2,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9563926458358765,0.8980375424125424,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-2,claude-opus-4-5,0.9629828333854675,0.9025893100893101,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-3,gpt-5.2,0.9425637125968933,0.9547896825396825,agree,2,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9190011024475098,0.9414132395382395,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-3,claude-opus-4-5,0.9285966753959656,0.9459650072150072,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-4,gpt-5.2,0.9496382474899292,0.9715045351473923,agree,2,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9566652774810791,0.9581280921459493,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-4,claude-opus-4-5,0.9639521837234497,0.962679859822717,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-5,gpt-5.2,0.9447451233863831,0.9645046897546897,agree,2,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-5,gemini-3-pro-preview,0.9664233922958374,0.9511282467532467,partial,1,,,,,
human-ai,Y1_07,fuzzy,human-reviewer-5,claude-opus-4-5,0.9600331783294678,0.9556800144300144,partial,1,,,,,
ai-ai,Y1_07,fuzzy,,,0.9662530422210693,0.986623556998557,partial,1,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_07,fuzzy,,,0.977246105670929,0.9911753246753247,partial,1,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_07,fuzzy,,,0.98416668176651,0.9954482323232323,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_07,fuzzy,,,0.9638215899467468,0.9026685802343697,partial,1,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_07,fuzzy,,,0.9513373374938965,0.9460442773600668,partial,1,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_07,fuzzy,,,0.9698988795280457,0.9627591299677766,partial,1,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_07,fuzzy,,,0.929980456829071,0.955759284575074,partial,1,,,,human-reviewer-1,human-reviewer-5
human-human,Y1_07,fuzzy,,,0.9369176626205444,0.9566243028743029,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_07,fuzzy,,,0.9713610410690308,0.9399094502665931,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_07,fuzzy,,,0.9349296689033508,0.9469092956592956,agree,2,,,,human-reviewer-2,human-reviewer-5
human-human,Y1_07,fuzzy,,,0.9455326199531555,0.9832851473922902,agree,2,,,,human-reviewer-3,human-reviewer-4
human-human,Y1_07,fuzzy,,,0.8836805820465088,0.9902849927849928,agree,2,,,,human-reviewer-3,human-reviewer-5
human-human,Y1_07,fuzzy,,,0.9310728311538696,0.9930001546072974,agree,2,,,,human-reviewer-4,human-reviewer-5
