model,title,abstract,generated_at
gpt-5.2,"A Synthesis of Nuclear Body Emergence: Integrating Proteomics, RNA Localization, and Imaging of Speckles, Nucleoli, and PML Bodies","Nuclear bodies (nucleoli, speckles, PML bodies, Cajal bodies) are mesoscale assemblies with emergent behaviors such as selective sequestration, reaction acceleration, and dynamic remodeling. While many components are known, we lack a unified synthesis linking composition, RNA content, and physical properties to nuclear functions across cell types and stresses.

This working group will integrate (i) proximity labeling and fractionation proteomics of nuclear bodies (PRIDE), (ii) RNA localization and interactome datasets (ENCODE eCLIP, RNA interactome capture studies), (iii) imaging datasets with nuclear body markers across tissues and perturbations (Human Protein Atlas, IDR), (iv) transcriptomic responses to stresses that remodel nuclear bodies (GEO), and (v) sequence/structure features of nuclear body proteins (disorder, low complexity, RNA-binding domains; AlphaFold and annotations). We will curate nuclear body types, experimental assays, and perturbation contexts.

Scientific questions: (1) What compositional “core” is conserved for each nuclear body type, and what peripheral components are condition-specific? (2) How do RNA species contribute to assembly and emergent function—are there common RNA features that promote nuclear body localization? (3) Can we relate nuclear body remodeling to changes in splicing, ribosome biogenesis, DNA repair, or antiviral responses?

Analytical approach: We will build a nuclear body knowledge graph combining protein–protein and protein–RNA interactions with imaging-derived co-localization and abundance features. Community detection will identify modules and condition-specific recruitment. We will develop predictive models for nuclear body targeting from sequence features and interaction context, and link remodeling signatures to functional outputs using transcriptomic and splicing analyses.

NCEMS support is required because the synthesis spans proteomics, RNA biology, imaging, and computational graph modeling, and demands coordinated curation across many studies. The working group will establish shared ontologies and data standards for nuclear body annotation.

Deliverables will include an open Nuclear Body Emergence Atlas with curated components, RNA associations, and remodeling signatures; reproducible workflows for integrating proteomics, eCLIP, and imaging; and benchmarks for predicting nuclear body localization. Training will include trainee-led curation sprints, tutorials on interaction network integration, and reproducible splicing analysis pipelines. The synthesis will reveal general principles by which mesoscale nuclear assemblies emerge and regulate genome function.",2026-03-17T16:45:07.677198
gpt-5.2,"Emergent Antibiotic Tolerance Mechanisms: Synthesizing Bacterial Single-Cell Physiology, Transcriptomics, and Metabolic Models","Antibiotic tolerance and persistence are emergent bacterial phenotypes where subpopulations survive lethal drugs without genetic resistance, often via metabolic slowdown, stress responses, and heterogeneous expression. Public datasets include single-cell time-lapse microscopy, transcriptomics under antibiotic stress, and genome-scale metabolic models, yet they remain disconnected. This working group will synthesize these data to uncover general principles of tolerance emergence across species and antibiotics.

We will integrate (i) single-cell imaging datasets tracking growth and survival under antibiotics (public microscopy repositories and supplemental datasets), (ii) bulk and single-cell bacterial transcriptomics under drug exposure (GEO), (iii) proteomics and metabolomics under antibiotic stress (PRIDE, Metabolomics Workbench), (iv) curated regulatory networks and stress response pathways (RegulonDB for E. coli, organism-specific resources), and (v) genome-scale metabolic models (BiGG) and flux data where available. We will standardize antibiotic classes, dosing regimens, growth media, and time points.

Scientific aims: (1) Identify conserved tolerance states characterized by coupled metabolic and regulatory signatures. (2) Determine whether tolerance arises via common dynamical motifs (bet-hedging, bistability, toxin–antitoxin modules) across species. (3) Link emergent single-cell survival distributions to underlying network states and metabolic constraints.

Analytical approach: We will combine stochastic dynamical modeling with data-driven state inference. Single-cell trajectories will be analyzed to infer phenotypic state transitions (growth arrest, recovery) and their rates. Transcriptomics/proteomics will define molecular correlates of these states. Constraint-based metabolic modeling will test whether inferred states correspond to distinct feasible flux regimes, and to predict metabolic interventions that collapse tolerance.

NCEMS support is essential because the synthesis requires coordinated expertise in microbiology, single-cell imaging analysis, systems biology, and stochastic modeling, plus extensive curation of heterogeneous experimental conditions. The working group will create shared standards for reporting tolerance imaging experiments and for mapping them to omics data.

Deliverables will include an open Antibiotic Tolerance Synthesis Atlas with harmonized single-cell and omics datasets, inferred tolerance states, and model-based predictions; reproducible pipelines for analyzing survival time series; and benchmarks for tolerance state classification. Training will include workshops on single-cell bacterial image analysis, metabolic modeling, and open science practices. This synthesis will advance fundamental understanding of how emergent phenotypes arise from molecular networks and may inform strategies to mitigate tolerance using existing data.",2026-03-17T16:45:07.677199
gpt-5.2,"A Cross-Species Synthesis of Autophagosome Biogenesis: Integrating Proteomics, Lipid Signatures, and Imaging Dynamics","Autophagy is a conserved process where emergent mesoscale structures—phagophores and autophagosomes—form, expand, and fuse with lysosomes. While core ATG proteins are known, puzzles remain about how initiation sites are selected, how membrane sources contribute, and how dynamics vary across species and stresses. Public imaging, proteomics, and lipidomics datasets offer a path to a community-scale synthesis.

This working group will integrate (i) live-cell imaging datasets of autophagy markers (LC3/Atg8, WIPI, ATG proteins) under diverse perturbations (IDR), (ii) proteomics of autophagosomes and ATG complexes (PRIDE), (iii) lipidomics datasets capturing PI3P and membrane lipid remodeling under autophagy induction (Metabolomics Workbench), (iv) interaction networks and PTM data for autophagy regulators (BioGRID, PhosphoSitePlus), and (v) genetic screens for autophagy factors across organisms (yeast, Drosophila, human CRISPR screens). We will curate stressors (starvation, ER stress, infection mimics) and annotate assay types.

Scientific questions: (1) What are conserved versus context-specific modules controlling autophagosome nucleation and expansion? (2) How do lipid remodeling signatures correlate with autophagosome morphology and formation rates? (3) Can we predict emergent autophagy dynamics (bursting vs steady-state) from upstream signaling and membrane source availability?

Analytical approach: We will extract quantitative dynamic features from imaging (puncta initiation rates, growth kinetics, fusion events) using standardized tracking pipelines. Multi-omic integration will link these features to proteomic composition and lipid signatures using latent factor models. Comparative analysis across species will identify conserved emergent behaviors and map divergence to specific regulatory innovations.

NCEMS support is required to coordinate autophagy biologists, lipidomics experts, quantitative imaging scientists, and computational modelers, and to host collaborative curation of heterogeneous datasets. The project’s scale and need for cross-modal harmonization exceed individual lab capabilities.

Deliverables will include an open Autophagosome Biogenesis Atlas with harmonized imaging-derived dynamics, proteomic modules, and lipid signatures; reproducible workflows for autophagy image tracking and omics integration; and a catalog of predicted regulators controlling dynamic regimes. Training will include hands-on workshops on image tracking, lipidomics normalization, and open science, with trainees leading dataset annotation and benchmark creation. The synthesis will yield general principles of how mesoscale autophagic structures emerge from molecular interactions.",2026-03-17T16:45:07.677201
gpt-5.2,"Emergent RNA Localization Codes: Synthesizing Subcellular Transcriptomics, RBP Binding Maps, and Imaging to Predict RNA Destinations","RNA localization creates mesoscale organization of gene expression, enabling local translation and compartment-specific regulation. Although many RNA-binding proteins (RBPs) and localization elements are known, a generalizable “localization code” remains elusive. Public datasets now include subcellular fractionation RNA-seq, APEX-seq, spatial transcriptomics, RBP binding maps (eCLIP), and RNA imaging—ideal for synthesis.

This working group will integrate (i) subcellular RNA localization datasets (APEX-seq, fractionation RNA-seq in GEO), (ii) eCLIP and related RBP binding maps (ENCODE), (iii) RNA modification data (m6A and others) where available, (iv) imaging datasets of RNA localization (MERFISH/FISH images in IDR and publications), (v) proteomics/localization for RBPs (HPA, PRIDE), and (vi) perturbation datasets altering RBPs or transport machinery (CRISPR screens, knockdown RNA-seq). We will harmonize compartment definitions (mitochondria, ER, nucleus subdomains, protrusions) and build a standardized annotation schema.

Scientific aims: (1) Identify sequence/structure motifs and RBP combinations that predict RNA localization across compartments and cell types. (2) Determine how localization programs change under stress (e.g., stress granule recruitment, ER stress) and differentiation. (3) Link emergent localization patterns to functional outputs such as localized translation and organelle proteome maintenance.

Analytical approach: We will develop multi-task predictive models that map RNA sequence features (UTR motifs, secondary structure, codon usage) plus RBP binding profiles to localization probabilities. Graph-based models will capture combinatorial RBP interactions. Imaging data will provide validation and refine compartment boundaries. We will also perform meta-analyses to quantify reproducibility and context dependence of localization signals.

NCEMS support is essential because integrating diverse RNA localization assays requires coordinated expertise in RNA biology, spatial transcriptomics, imaging, and machine learning, as well as substantial curation to align compartments and experimental contexts. The working group will establish community standards for reporting localization experiments and derived labels.

Deliverables will include an open RNA Localization Synthesis Database with harmonized labels and features; reproducible pipelines for processing APEX-seq/fractionation datasets; and predictive models with interpretable motif and RBP attributions. Training will include workshops on RNA motif modeling, eCLIP processing, and reproducible ML, with trainees leading curation of specific compartments. The synthesis will advance understanding of emergent spatial gene regulation at the mesoscale.",2026-03-17T16:45:07.677202
gpt-5.2,"A Community Meta-Analysis of Multivesicular Body and Exosome Biogenesis: Integrating ESCRT Networks, Proteomics, and Imaging","Extracellular vesicles (EVs), including exosomes, arise from multivesicular body (MVB) biogenesis—an emergent process where ESCRT machinery and lipid remodeling generate intraluminal vesicles and selective cargo loading. Although EV proteomics datasets are abundant, reproducibility is challenged by isolation variability, and mechanistic links between ESCRT network states and EV cargo remain unclear. This working group will synthesize public data to identify robust principles of MVB/EV emergence.

We will integrate (i) EV proteomics and RNA cargo datasets from community repositories (e.g., Vesiclepedia/ExoCarta-linked studies and PRIDE where raw data exist), (ii) proteomics and interaction networks of ESCRT components and accessory factors (PRIDE, BioGRID), (iii) imaging datasets of MVB formation and ESCRT dynamics (IDR), (iv) lipidomics related to ceramide and endosomal lipids (Metabolomics Workbench), and (v) perturbation datasets targeting ESCRT genes and endosomal regulators (CRISPR screens, GEO transcriptomics). We will curate EV isolation methods and develop metadata standards to enable stratified analyses.

Scientific questions: (1) What EV cargo signatures are robust across isolation methods and cell types, and which are artifacts? (2) How do ESCRT network configurations and lipid states influence emergent cargo selection and vesicle size distributions? (3) Are there conserved modules that couple endosomal trafficking with EV secretion under stress and disease states?

Analytical approach: We will perform hierarchical meta-analysis to separate biological signal from technical variation, explicitly modeling isolation method effects. Network-based integration will link cargo proteins to ESCRT interaction modules and endosomal localization evidence. Imaging-derived phenotypes (MVB number, ESCRT puncta dynamics) will be integrated to connect molecular modules to mesoscale organelle behavior. We will also develop classifiers that predict EV cargo enrichment from cellular proteome and trafficking state.

NCEMS support is essential because the EV field’s heterogeneity demands community coordination to build consensus standards and to curate large numbers of datasets. Expertise spanning endosomal biology, proteomics, lipidomics, imaging, and statistics is required.

Deliverables will include an open EV/MVB Synthesis Resource with standardized metadata, robust cargo signatures, and inferred mechanistic modules; reproducible pipelines for EV proteomics reanalysis; and guidelines for interpreting public EV datasets. Training will include trainee-led curation of EV datasets, workshops on meta-analysis and batch-effect modeling, and open science practices. This synthesis will clarify how mesoscale MVB processes generate emergent extracellular communication vehicles.",2026-03-17T16:45:07.677204
gpt-5.2,"Emergent Mechanics of the Nucleus: Integrating Lamin Variants, Chromatin State, and Microscopy-Based Deformation Phenotypes","Nuclear mechanics emerge from interactions between lamins, chromatin, and cytoskeletal coupling, influencing migration, genome stability, and differentiation. Public datasets include lamin isoform expression, chromatin state maps, high-content imaging of nuclear shape, and mechanical perturbation assays, yet they have not been synthesized to derive general principles linking molecular composition to emergent mechanical phenotypes.

This working group will integrate (i) imaging datasets quantifying nuclear morphology across perturbations (Cell Painting, IDR, HPA), (ii) transcriptomic and proteomic profiles of lamins and nuclear envelope components across tissues (GTEx-like expression resources, CPTAC), (iii) epigenomic maps reflecting chromatin compaction (ENCODE ATAC-seq/ChIP-seq), (iv) perturbation datasets altering lamins, chromatin modifiers, and LINC complex components (CRISPR screens, GEO), and (v) datasets reporting nuclear deformation under confinement or strain where raw imaging is public. We will standardize nuclear shape descriptors (eccentricity, blebbing, wrinkling) and infer mechanical proxies from deformation assays.

Scientific aims: (1) Identify molecular determinants of emergent nuclear stiffness and deformability across cell types. (2) Determine how chromatin compaction states interact with lamin composition to produce nonlinear mechanical responses and failure modes (rupture). (3) Link nuclear mechanical states to downstream outcomes such as DNA damage signatures, transcriptional changes, and migration phenotypes.

Analytical approach: We will build integrative models combining imaging-derived mechanical proxies with omics features. Mechanistic modeling will incorporate composite material concepts (lamina shell + chromatin core) to interpret data-driven relationships. We will use causal inference leveraging perturbations to disentangle lamin-driven versus chromatin-driven effects. A methodological deliverable will be an open toolkit for extracting standardized nuclear mechanics features from microscopy images.

NCEMS support is required because the synthesis spans mechanobiology, imaging analytics, epigenomics, and statistical modeling, and demands coordinated curation across diverse datasets. The working group will establish metadata standards for nuclear mechanics experiments and promote reusable analysis pipelines.

Deliverables will include a Nuclear Mechanics Emergence Atlas with harmonized imaging features, molecular predictors, and inferred mechanical regimes; reproducible workflows for nuclear shape and deformation analysis; and a catalog of candidate regulators of rupture susceptibility. Training will include workshops on quantitative image analysis, mechanistic modeling, and open science. The synthesis will elucidate how mesoscale nuclear mechanics emerge from molecular and chromatin organization.",2026-03-17T16:45:07.677205
gpt-5.2,"A Synthesis of Spatially Structured Immune Synapse Formation: Integrating Imaging, Proteomics, and Signaling Perturbation Data","The immune synapse is a mesoscale, spatially patterned interface where receptors, adhesion molecules, and cytoskeletal structures self-organize to enable antigen recognition and signaling. Despite extensive study, we lack a unified synthesis connecting molecular composition, spatial patterning, and emergent signaling outcomes across immune cell types and stimulation contexts. Public imaging and omics datasets can now be integrated to address this gap.

This working group will integrate (i) high-resolution imaging datasets of immune synapses (TCR/BCR clustering, actin organization) from IDR and published repositories, (ii) proteomics of immunological synapse fractions and signaling complexes (PRIDE), (iii) phospho-signaling time courses following receptor stimulation (PRIDE/CPTAC/GEO), (iv) interaction networks and curated signaling pathways (SIGNOR, BioGRID), and (v) perturbation datasets (CRISPR screens, inhibitor panels, LINCS-like perturbation transcriptomics in immune contexts). We will standardize stimulation conditions (ligand potency, mechanical context) and extract quantitative spatial metrics (cluster size distributions, radial organization, actin ring integrity).

Scientific aims: (1) Identify conserved spatial organization motifs and relate them to signaling amplitude, duration, and specificity. (2) Determine how cytoskeletal and membrane organization constraints produce emergent thresholds for activation. (3) Compare synapse organization across T cells, B cells, NK cells, and engineered CAR-T contexts to identify generalizable design principles.

Analytical approach: We will develop models that couple spatial statistics from imaging with dynamical signaling models. Graph-based representations of synapse architecture will be linked to phospho-signaling trajectories using multimodal learning. Perturbation data will provide causal anchors to identify regulators controlling spatial patterning and signaling outcomes. A methodological deliverable will be an open, standardized pipeline for immune synapse image quantification.

NCEMS support is essential to convene immunologists, imaging experts, proteomics specialists, and computational modelers, and to coordinate curation and benchmarking across heterogeneous datasets. The project’s community-scale integration is beyond a single lab’s scope.

Deliverables will include an Immune Synapse Emergence Atlas with harmonized spatial metrics, molecular modules, and predicted activation regimes; reproducible workflows for synapse image analysis and signaling integration; and a catalog of candidate targets that modulate synapse organization. Training will be provided through workshops on spatial image analysis, signaling modeling, and open science practices, with trainees leading dataset annotation and tool development. This synthesis will reveal how mesoscale spatial self-organization drives emergent immune decision-making.",2026-03-17T16:45:07.677207
gpt-5.2,"Emergent Principles of Protein Allostery at Scale: Integrating Structural Ensembles, Mutational Scans, and Functional Genomics","Allostery—long-range coupling between sites in proteins—is an emergent property of molecular structure and dynamics. While classic studies focus on individual proteins, public deep mutational scanning (DMS), structural models, and functional genomics now enable a synthesis to identify general rules predicting allosteric coupling and its cellular consequences.

This working group will integrate (i) DMS datasets with publicly available raw/processed scores (MaveDB), (ii) structural data and predicted models (PDB, AlphaFold DB), (iii) molecular dynamics ensemble resources where available, (iv) protein interaction and pathway context (BioGRID, Reactome), and (v) human genetic variation and disease annotations (gnomAD, ClinVar) to connect allosteric sites to phenotypes. We will curate protein families with multiple DMS studies to enable comparative analyses.

Scientific aims: (1) Identify structural and sequence determinants of allosteric sensitivity (e.g., network centrality in residue contact graphs, flexibility, packing frustration). (2) Quantify how allosteric coupling patterns vary across protein classes (enzymes, transcription factors, membrane receptors) and evolutionary distances. (3) Link predicted allosteric sites to cellular phenotypes via pathway integration and genetic dependency data, illuminating why certain distal variants are pathogenic.

Analytical approach: We will compute residue interaction networks from structures and develop models that predict mutational effects at distal sites using graph neural networks and interpretable network metrics. We will meta-analyze DMS across conditions to detect context-dependent allostery. Integrating functional genomics (e.g., dependency scores) will allow prioritization of allosteric sites most relevant to cellular fitness. A methodological deliverable will be an open benchmark suite for allostery prediction using standardized splits across proteins and families.

NCEMS support is required because the synthesis spans structural biology, statistical genetics, ML, and systems biology, and requires coordinated curation of diverse DMS experiments and structural representations. The working group will align on standards for mapping DMS variants to structures and for reporting uncertainty.

Deliverables will include an open Allostery Synthesis Atlas with harmonized DMS-to-structure mappings, predicted allosteric networks, and links to disease variants; reproducible pipelines for feature extraction and modeling; and benchmarks for community method development. Training will include workshops on structural data processing, DMS analysis, and reproducible ML, with trainees leading curation of protein families. The synthesis will uncover general emergent rules of allostery and enable better interpretation of distal variants.",2026-03-17T16:45:07.677208
gemini-3-pro-preview,Deciphering the Sequence-to-Emergent-Property Grammar of Biomolecular Condensates,"The emergence of biomolecular condensates via liquid-liquid phase separation represents a paradigm shift in understanding mesoscale cellular organization. Despite extensive single-lab studies, the universal predictive rules governing how diverse protein and RNA sequences encode the physical properties of these condensates remain elusive. This mesoscale phenomenon bridges the gap between nanoscale molecular interactions and macroscale cellular functions, such as stress response and gene expression. Understanding this emergence is critical for solving long-standing puzzles in molecular and cellular biosciences, specifically regarding how non-membrane-bound organelles dynamically assemble and disassemble in response to environmental cues. Current research is highly fragmented, lacking a unified framework to explain how local interactions scale up to form functional, mesoscale structures that dictate global cellular outcomes. To address this, our working group proposes a community-scale synthesis project to decipher the sequence-to-emergent-property grammar of phase separation. By integrating publicly available proteomics data, single-molecule biophysics datasets, transcriptomics, and high-throughput imaging repositories from the Protein Data Bank, LLPSDB, and the Image Data Resource, we will employ advanced artificial intelligence and machine learning frameworks to model condensate emergence. Our approach utilizes graph neural networks and deep learning architectures to synthesize these disparate multi-omics and imaging datasets, entirely bypassing the need for new experimental data. This innovative analytical strategy will allow us to map the multidimensional landscape of phase separation, identifying hidden patterns and emergent properties that cannot be observed in isolated datasets. The proposed synthesis goes far beyond the capacity of any individual laboratory, necessitating the dedicated support and resources of NCEMS. We will convene a transdisciplinary team of structural biologists, biophysicists, computational scientists, and cell biologists. Our working group is intentionally assembled to reflect diverse scientific perspectives, career stages, geographic locations, and institutional research levels, ensuring a robust and inclusive approach to this complex problem. This collaborative partnership will break down traditional disciplinary silos, fostering a dynamic environment where diverse new talent can thrive. Crucially, the project serves as a premier training ground for the future data-savvy workforce. Graduate students and postdoctoral researchers will be co-mentored across disciplines, gaining hands-on experience in cloud computing, AI-driven data integration, and collaborative research methodologies. In strict adherence to open science principles, all synthesized datasets, AI models, and analytical pipelines will be made freely available to the broader scientific community through open-source repositories like GitHub and Zenodo. Ultimately, this project reveals how the unexpected appearance of new biological system properties at the mesoscale influences higher-order cellular functions.",2026-03-17T16:47:43.724393
gemini-3-pro-preview,Emergence of Cellular Morphology from Cytoskeletal Crosstalk and Motor Protein Dynamics,"The dynamic interplay between actin filaments and microtubules drives the emergence of complex cellular morphologies, representing a fundamental example of mesoscale biological organization. While the individual components of the cytoskeleton have been studied exhaustively, the emergent properties arising from their large-scale crosstalk remain a critical puzzle in cellular biomechanics. This mesoscale emergence dictates essential cellular outcomes, including directed migration, division, and mechanosensing. Understanding how these distinct biopolymer networks coordinate via crosslinking proteins and molecular motors to generate global cellular forces is essential for advancing our knowledge of cellular emergence. Currently, the field lacks a comprehensive model that integrates molecular-level motor kinetics with whole-cell morphological changes. To bridge this gap, our working group proposes a transdisciplinary synthesis project to decode the emergent mechanics of cytoskeletal crosstalk. We will aggregate and synthesize publicly available cryo-electron tomography datasets, live-cell super-resolution microscopy archives, and biophysical force-measurement databases from repositories such as EMPIAR and the Cell Image Library. By leveraging topological data analysis and agent-based machine learning models, we will simulate and analyze the emergent network topologies without generating any new experimental data. This data science approach will identify the universal principles by which local cytoskeletal interactions produce global, mesoscale cellular architectures. Addressing this multi-scale problem requires resources and collaborative infrastructure that far exceed the capabilities of a single research group, making NCEMS support indispensable. Our working group will unite a diverse cohort of polymer physicists, structural biologists, computational mechanobiologists, and live-cell imaging experts. We have specifically recruited team members from various geographic locations and institutional backgrounds to ensure a wide range of scientific perspectives. This diversity will stimulate cross-disciplinary innovation, allowing us to tackle this long-standing puzzle from multiple angles. Furthermore, this project is deeply committed to training the next generation of researchers. Postdoctoral fellows and graduate students will receive unparalleled cross-training in computational modeling, big data synthesis, and complex systems theory. By working in a highly collaborative team, trainees will develop the skills necessary to lead the future of data-savvy biological research. We are fully committed to gold-standard open science practices; all integrated datasets, simulation codebases, and analytical workflows will be published openly via Zenodo and GitHub. Through this synthesis, we will illuminate how nanoscale molecular motors and biopolymers orchestrate the unexpected appearance of mesoscale forces, perfectly aligning with the NCEMS mission to uncover the fundamental rules of biological emergence.",2026-03-17T16:47:43.724403
gemini-3-pro-preview,Synthesizing the Emergent Properties of Chromatin Topology and Epigenetic Memory,"The three-dimensional folding of the genome into topologically associating domains represents a profound example of mesoscale emergence that fundamentally regulates gene expression and cellular identity. While one-dimensional epigenetic marks and isolated chromatin looping events are well-documented, the rules governing how these local interactions scale up to form stable, mesoscale chromatin architectures remain a major unresolved puzzle. This emergence of higher-order chromatin structure from linear DNA sequences and localized protein binding dictates critical subcellular outcomes, including cell fate determination and epigenetic memory. The lack of a unified understanding of this mesoscale phenomenon stems from the historical siloing of genomic, structural, and transcriptomic data. Our working group proposes a community-scale data synthesis initiative to resolve the emergent properties of chromatin topology. We will systematically integrate massive volumes of publicly available Hi-C, ChIP-seq, ATAC-seq, and RNA-seq data from international consortia such as ENCODE, the 4D Nucleome Project, and the Gene Expression Omnibus. By employing advanced transformer-based deep learning models and graph convolutional networks, we will synthesize these distinct, multi-omics datasets to predict the emergence of 3D chromatin structures from 1D sequence data, entirely utilizing existing public data. This innovative analytical strategy will uncover the hidden grammar of mesoscale genome organization. The sheer volume and complexity of this multi-omics integration necessitate the unique collaborative environment and computational resources provided by NCEMS. No single laboratory possesses the interdisciplinary expertise required to bridge genomics, polymer physics, and advanced artificial intelligence. Our team brings together computational genomicists, biophysicists, machine learning engineers, and developmental biologists from diverse institutions and career stages. This collaborative partnership will tap into diverse new talent, fostering an inclusive environment that drives novel scientific insights. A core component of our proposal is the rigorous training of the future data-savvy workforce. Graduate students and postdocs will be embedded in a transdisciplinary mentoring network, acquiring highly sought-after skills in deep learning, genomic data science, and reproducible research workflows. We will strictly adhere to community-created policies on open science, ensuring that all code, trained AI models, and synthesized chromatin interaction maps are freely accessible via public repositories. By synthesizing these vast public datasets, our working group will reveal how the unexpected appearance of mesoscale chromatin domains influences global transcriptional programs, thereby answering long-standing questions about the physical basis of epigenetic memory and cellular emergence.",2026-03-17T16:47:43.724404
gemini-3-pro-preview,Emergence of Metabolic Adaptation through Mitochondrial Reticular Network Dynamics,"Mitochondria are not isolated organelles but exist as dynamic, interconnected reticular networks whose emergent properties dictate cellular metabolism, apoptosis, and stress resistance. The continuous cycle of mitochondrial fusion and fission creates a mesoscale network that is highly responsive to environmental cues. However, the exact mechanisms by which localized protein interactions at the mitochondrial membrane scale up to alter the global topology and metabolic output of the entire network remain a fundamental mystery in cellular biology. Understanding this mesoscale emergence is crucial for deciphering how cells dynamically adapt their energy production to meet fluctuating demands. Our working group aims to solve this long-standing puzzle through a community-scale synthesis of mitochondrial dynamics. We will integrate diverse, publicly available datasets, including high-resolution volumetric electron microscopy from the OpenOrganelle database, live-cell fluorescence imaging from the Image Data Resource, and comprehensive metabolomics profiles from the Metabolomics Workbench. To analyze this complex, multi-modal data without generating new experiments, we will develop novel computer vision algorithms and spatial network analysis tools. Using reinforcement learning and deep neural networks, we will model how local fusion and fission events cascade to produce emergent, cell-wide metabolic states. This project requires the integration of structural imaging with functional metabolomics at a scale that is impossible for a single research lab, making the support of NCEMS absolutely vital. We will assemble a transdisciplinary team comprising cell biologists, network theorists, computer vision experts, and metabolic modelers. Our working group is structured to promote collaborative partnerships across different geographic locations and institutional research levels, ensuring a rich diversity of scientific thought. This environment will be instrumental in stimulating the cross-disciplinary collaboration necessary to tackle complex mesoscale phenomena. Furthermore, our project places a strong emphasis on training the next generation of scientists. Trainees, including graduate students and postdocs, will be cross-trained in advanced image processing, network theory, and multi-omics integration, preparing them to be leaders in data-intensive biology. In alignment with gold-standard open science practices, all synthesized network topologies, AI algorithms, and metabolic models will be distributed through open-source platforms like GitHub. By illuminating the relationship between mesoscale network architecture and macroscale cellular metabolism, this synthesis project will directly advance the NCEMS mission to understand the unexpected appearance of new biological system properties at the mesoscale.",2026-03-17T16:47:43.724405
gemini-3-pro-preview,Decoding the Mesoscale Emergence of Lipid Raft Clustering and Transmembrane Signaling,"The plasma membrane is a highly complex, heterogeneous environment where the dynamic clustering of sphingolipids, cholesterol, and specific proteins forms mesoscale domains known as lipid rafts. These transient structures are critical for the emergence of robust transmembrane signaling cascades, yet the biophysical rules governing their assembly and their role in signal amplification remain highly controversial and poorly understood. The transition from chaotic, nanoscale lipid interactions to ordered, mesoscale signaling platforms represents a classic example of biological emergence that dictates higher-order cellular responses to external stimuli. To resolve this long-standing debate, our working group proposes a comprehensive data synthesis project to decode the emergent properties of lipid raft clustering. We will leverage publicly available molecular dynamics simulation trajectories, single-particle tracking datasets, and super-resolution microscopy archives from repositories such as the SRA, PRIDE, and specific biophysical databases. By applying advanced spatio-temporal data mining and unsupervised machine learning algorithms, we will integrate these distinct datasets to identify the universal principles of mesoscale domain formation. This approach relies entirely on existing data, utilizing AI to extract novel insights regarding how local lipid-protein affinities scale up to create functional signaling hubs. The complexity of membrane biophysics combined with the necessity for advanced data science makes this project uniquely suited for NCEMS support. A single laboratory cannot effectively bridge the gap between atomistic simulations and cellular-scale imaging. Therefore, we have assembled a diverse team of computational biophysicists, membrane biologists, data scientists, and systems biologists. Our team composition reflects a commitment to diverse scientific perspectives, incorporating researchers from various career stages and institutional backgrounds to foster innovative problem-solving. Training the future data-savvy workforce is a central pillar of our proposal. Postdocs and graduate students will engage in collaborative research, mastering techniques in big data integration, AI-driven pattern recognition, and reproducible scientific programming. We are deeply committed to the principles of open, team, and reproducible science. All analytical workflows, synthesized datasets, and predictive models will be made publicly available through Zenodo and GitHub, providing the broader community with invaluable tools for membrane research. Ultimately, this project will synthesize disparate biophysical and cellular data to reveal how the unexpected appearance of mesoscale lipid domains drives the emergence of complex cellular signaling networks, fulfilling the core scientific vision of NCEMS.",2026-03-17T16:47:43.724407
gemini-3-pro-preview,Uncovering the Rules of Nucleolar Assembly and Ribosome Biogenesis Emergence,"The nucleolus is the most prominent mesoscale condensate within the eukaryotic nucleus, serving as the primary site for ribosome biogenesis. Its assembly from individual ribosomal RNAs and hundreds of distinct proteins is a quintessential example of multi-component, multi-phase biological emergence. Despite its critical role in cellular growth and stress response, the physical principles that dictate how disparate molecular components self-organize into the distinct fibrillar and granular sub-compartments of the nucleolus remain an unsolved puzzle. Understanding this mesoscale emergence is essential for deciphering how cells coordinate massive macromolecular assembly lines. Our working group proposes a community-scale synthesis project to uncover the physical and genetic rules governing nucleolar emergence. We will integrate a vast array of publicly available datasets, including nucleolar proteomics, CLIP-seq data for RNA-protein interactions, and super-resolution imaging from the Human Protein Atlas and the PRIDE database. By utilizing generative AI models and multi-layer network analysis, we will synthesize these complex datasets to map the sequence-to-structure relationships that drive nucleolar phase separation. This project will not generate new experimental data but will instead rely on data science to extract novel, deeper insights into mesoscale organelle assembly. The scope of integrating multi-omics data with complex phase-separation physics requires the extensive collaborative infrastructure provided by NCEMS. This project is far beyond the capabilities of an individual lab. We have formed a transdisciplinary working group that includes RNA biologists, soft matter physicists, computational biologists, and bioinformaticians. Our team is carefully curated to include diverse perspectives, spanning multiple geographic regions and incorporating early-career researchers alongside established experts. This diversity is crucial for developing innovative analytical strategies to tackle complex emergence phenomena. A key objective of our working group is to train the next generation of data-savvy molecular biologists. Trainees will gain hands-on experience in integrating heterogeneous datasets, applying generative AI to biological problems, and navigating the complexities of open science. We pledge to make all findings, integrated databases, and AI analysis pipelines publicly available through community-standard repositories, ensuring full reproducibility. By synthesizing existing public data, this project will answer fundamental questions about how local molecular interactions drive the unexpected appearance of complex, multiphase mesoscale architectures, directly advancing the NCEMS objective of understanding subcellular emergence.",2026-03-17T16:47:43.724408
