pair_type,proposal_key,match_method,human_reviewer,ai_model,cosine_similarity,sentiment_alignment,categorical_agreement,categorical_agreement_num,ai_model_1,ai_model_2,ai_model_pair,human_reviewer_1,human_reviewer_2
human-human,Y1_01,exact,,,0.9509396553039551,0.937630249867092,partial,1,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_02,exact,human-reviewer-1,gpt-5.2,0.9512031078338623,0.9756812795499431,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-1,gemini-3-pro-preview,0.9638473391532898,0.9963360215053764,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-1,claude-opus-4-5,0.9615020751953125,0.947684297613229,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-2,gpt-5.2,0.9256294369697571,0.9926450335378907,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-2,gemini-3-pro-preview,0.9591287970542908,0.9793722675174288,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-2,claude-opus-4-5,0.9678205847740173,0.9646480516011766,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-3,gpt-5.2,0.9412310123443604,0.9836904425801941,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-3,gemini-3-pro-preview,0.9690678119659424,0.9557077436355136,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-3,claude-opus-4-5,0.9657790660858154,0.9883125754830918,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-4,gpt-5.2,0.9568618535995483,0.9801893080464509,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-4,gemini-3-pro-preview,0.9680793285369873,0.9522066091017704,agree,2,,,,,
human-ai,Y1_02,exact,human-reviewer-4,claude-opus-4-5,0.9705891609191895,0.991813710016835,agree,2,,,,,
ai-ai,Y1_02,exact,,,0.9605681896209717,0.9720173010553195,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_02,exact,,,0.9615470170974731,0.9720030180632859,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_02,exact,,,0.982526421546936,0.9440203191186054,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_02,exact,,,0.9599936604499817,0.9830362460120524,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_02,exact,,,0.9712347388267517,0.9593717221301372,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_02,exact,,,0.9800465106964111,0.955870587596394,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_02,exact,,,0.9742580652236938,0.9763354761180848,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_02,exact,,,0.9692343473434448,0.9728343415843416,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_02,exact,,,0.9722779989242554,0.9964988654662568,agree,2,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_03,exact,human-reviewer-1,gpt-5.2,0.954261302947998,0.9210116055219741,partial,1,,,,,
human-ai,Y1_03,exact,human-reviewer-1,gemini-3-pro-preview,0.9597822427749634,0.9987157464866825,agree,2,,,,,
human-ai,Y1_03,exact,human-reviewer-1,claude-opus-4-5,0.9673342704772949,0.9932468391396962,agree,2,,,,,
human-ai,Y1_03,exact,human-reviewer-2,gpt-5.2,0.9492848515510559,0.9342063834331387,partial,1,,,,,
human-ai,Y1_03,exact,human-reviewer-2,gemini-3-pro-preview,0.9541341662406921,0.9880894756021531,agree,2,,,,,
human-ai,Y1_03,exact,human-reviewer-2,claude-opus-4-5,0.9624795913696289,0.9800520612285318,agree,2,,,,,
human-ai,Y1_03,exact,human-reviewer-3,gpt-5.2,0.9491509199142456,0.933506280159506,partial,1,,,,,
human-ai,Y1_03,exact,human-reviewer-3,gemini-3-pro-preview,0.9619717597961426,0.9887895788757858,agree,2,,,,,
human-ai,Y1_03,exact,human-reviewer-3,claude-opus-4-5,0.9667930603027344,0.9807521645021645,agree,2,,,,,
human-ai,Y1_03,exact,human-reviewer-4,gpt-5.2,0.9663909077644348,0.9411580166505282,partial,1,,,,,
human-ai,Y1_03,exact,human-reviewer-4,gemini-3-pro-preview,0.9716325998306274,0.9811378423847635,agree,2,,,,,
human-ai,Y1_03,exact,human-reviewer-4,claude-opus-4-5,0.9788818359375,0.9731004280111423,agree,2,,,,,
ai-ai,Y1_03,exact,,,0.9741959571838379,0.9222958590352918,partial,1,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_03,exact,,,0.9759163856506348,0.9142584446616705,partial,1,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_03,exact,,,0.9851125478744507,0.9919625856263787,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_03,exact,,,0.9672380089759827,0.9868052220888356,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_03,exact,,,0.9565145373344421,0.9875053253624683,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_03,exact,,,0.9713463187217712,0.979853588871446,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_03,exact,,,0.9628995656967163,0.9992998967263673,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_03,exact,,,0.9758354425430298,0.9930483667826104,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_03,exact,,,0.9709771871566772,0.9923482635089778,agree,2,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_04,fuzzy,human-reviewer-1,gpt-5.2,0.9431860446929932,0.988174284049284,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9290417432785034,0.9989140494921744,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-1,claude-opus-4-5,0.9317693710327148,0.966555402930403,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-2,gpt-5.2,0.9465062022209167,0.9794009991509991,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9522812366485596,0.9901407645938896,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-2,claude-opus-4-5,0.9577794075012207,0.9753286878286879,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-3,gpt-5.2,0.9415784478187561,0.9828230346042846,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9617336392402649,0.993562800047175,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-3,claude-opus-4-5,0.9706535339355469,0.9719066523754024,agree,2,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-4,gpt-5.2,0.9384620785713196,0.9956461524586525,partial,1,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9753769636154175,0.984906387015762,partial,1,,,,,
human-ai,Y1_04,fuzzy,human-reviewer-4,claude-opus-4-5,0.9819381237030029,0.9503758394383395,partial,1,,,,,
ai-ai,Y1_04,fuzzy,,,0.9608949422836304,0.9892602345571095,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_04,fuzzy,,,0.9669880270957947,0.954729686979687,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_04,fuzzy,,,0.9879591464996338,0.9654694524225774,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_04,fuzzy,,,0.9653944373130798,0.9912267151017151,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_04,fuzzy,,,0.9491572380065918,0.9946487505550006,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_04,fuzzy,,,0.905106782913208,0.9838204365079365,partial,1,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_04,fuzzy,,,0.9665893316268921,0.9965779645467145,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_04,fuzzy,,,0.9408676624298096,0.9750471516096516,partial,1,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_04,fuzzy,,,0.9653563499450684,0.9784691870629371,partial,1,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_05,exact,human-reviewer-1,gpt-5.2,0.9453133940696716,0.9556297223402487,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-1,gemini-3-pro-preview,0.9634026288986206,0.9536519328624592,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-1,claude-opus-4-5,0.9583097696304321,0.9491906534011797,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-2,gpt-5.2,0.9107881784439087,0.9902372177372177,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-2,gemini-3-pro-preview,0.9435378313064575,0.9922150072150072,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-2,claude-opus-4-5,0.9612311124801636,0.9966762866762867,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-3,gpt-5.2,0.9626553654670715,0.9851749395499395,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-3,gemini-3-pro-preview,0.9751367568969727,0.98319715007215,agree,2,,,,,
human-ai,Y1_05,exact,human-reviewer-3,claude-opus-4-5,0.9789339900016785,0.9787358706108706,agree,2,,,,,
ai-ai,Y1_05,exact,,,0.9729703664779663,0.9980222105222105,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_05,exact,,,0.9613755345344543,0.993560931060931,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_05,exact,,,0.9804052114486694,0.9955387205387205,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_05,exact,,,0.9441217184066772,0.9458669400774664,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_05,exact,,,0.9661023616790771,0.9704547827903092,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_05,exact,,,0.9491653442382812,0.9754121572871572,agree,2,,,,human-reviewer-2,human-reviewer-3
human-ai,Y1_06,exact,human-reviewer-1,gpt-5.2,0.9365655779838562,0.996174013655721,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-1,gemini-3-pro-preview,0.9745282530784607,0.9853243145743146,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-1,claude-opus-4-5,0.9817931652069092,0.990033698327816,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-2,gpt-5.2,0.9151008725166321,0.982704222487221,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-2,gemini-3-pro-preview,0.924262285232544,0.9935539215686274,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-2,claude-opus-4-5,0.9293225407600403,0.988844537815126,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-3,gpt-5.2,0.9233778119087219,0.9498645866328793,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-3,gemini-3-pro-preview,0.9625532627105713,0.9607142857142857,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-3,claude-opus-4-5,0.967285692691803,0.9560049019607844,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-4,gpt-5.2,0.9325535297393799,0.9878872448689522,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-4,gemini-3-pro-preview,0.9354546666145325,0.9770375457875458,agree,2,,,,,
human-ai,Y1_06,exact,human-reviewer-4,claude-opus-4-5,0.9417048692703247,0.9817469295410473,agree,2,,,,,
ai-ai,Y1_06,exact,,,0.9351906776428223,0.9891503009185936,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_06,exact,,,0.9438692331314087,0.993859684672095,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_06,exact,,,0.9883787631988525,0.9952906162464986,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_06,exact,,,0.9156006574630737,0.978878236142942,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_06,exact,,,0.9594708681106567,0.9460386002886003,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_06,exact,,,0.9319044947624207,0.9917132312132313,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_06,exact,,,0.9454835653305054,0.9671603641456583,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_06,exact,,,0.9516276121139526,0.9705914673561733,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_06,exact,,,0.950405478477478,0.9377518315018315,agree,2,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_07,exact,human-reviewer-1,gpt-5.2,0.956334114074707,0.9600736690210374,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-1,gemini-3-pro-preview,0.9665493369102478,0.9963610001110002,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-1,claude-opus-4-5,0.9745849967002869,0.9422327807693661,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-2,gpt-5.2,0.9339520931243896,0.97774183741595,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-2,gemini-3-pro-preview,0.9446727633476257,0.9859708314940873,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-2,claude-opus-4-5,0.9576837420463562,0.9599009491642787,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-3,gpt-5.2,0.9461013078689575,0.9856499677223362,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-3,gemini-3-pro-preview,0.9586930274963379,0.9780627011877012,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-3,claude-opus-4-5,0.9718948006629944,0.9678090794706649,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-4,gpt-5.2,0.9460670948028564,0.966176796463299,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-4,gemini-3-pro-preview,0.9756842255592346,0.9298894653733363,agree,2,,,,,
human-ai,Y1_07,exact,human-reviewer-4,claude-opus-4-5,0.9842697381973267,0.9840176847149703,agree,2,,,,,
ai-ai,Y1_07,exact,,,0.9559274911880493,0.9637126689100374,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_07,exact,,,0.963351845741272,0.9821591117483287,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_07,exact,,,0.9880982637405396,0.9458717806583661,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_07,exact,,,0.9772210121154785,0.9823318316050874,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_07,exact,,,0.9775311946868896,0.9744237012987013,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_07,exact,,,0.9618125557899475,0.9262504654843364,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_07,exact,,,0.975394606590271,0.9920918696936138,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_07,exact,,,0.950043261051178,0.943918633879249,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_07,exact,,,0.9664644598960876,0.9518267641856352,agree,2,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_08,exact,human-reviewer-1,gpt-5.2,0.9340341091156006,0.9977383440314475,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-1,gemini-3-pro-preview,0.9268357753753662,0.9842007633943117,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-1,claude-opus-4-5,0.9311951398849487,0.9961672528860028,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-2,gpt-5.2,0.9311527013778687,0.9970076877145843,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-2,gemini-3-pro-preview,0.924214780330658,0.9789467951403436,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-2,claude-opus-4-5,0.925938606262207,0.9909132846320347,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-3,gpt-5.2,0.9527837038040161,0.9672756123187157,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-3,gemini-3-pro-preview,0.957664966583252,0.9853365048929565,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-3,claude-opus-4-5,0.958521842956543,0.9733700154012654,agree,2,,,,,
human-ai,Y1_08,exact,human-reviewer-4,gpt-5.2,0.9465813040733337,0.9792716555176145,partial,1,,,,,
human-ai,Y1_08,exact,human-reviewer-4,gemini-3-pro-preview,0.9498250484466553,0.9612107629433738,partial,1,,,,,
human-ai,Y1_08,exact,human-reviewer-4,claude-opus-4-5,0.9503982663154602,0.9731772524350649,partial,1,,,,,
ai-ai,Y1_08,exact,,,0.9577423930168152,0.9819391074257593,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_08,exact,,,0.9546151161193848,0.9939055969174504,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_08,exact,,,0.9876824617385864,0.9880335105083089,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_08,exact,,,0.9779413938522339,0.9947460317460317,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_08,exact,,,0.9652271270751953,0.9695372682872683,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_08,exact,,,0.9669493436813354,0.9770099995490621,partial,1,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_08,exact,,,0.9603009223937988,0.9642833000333,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_08,exact,,,0.9608217477798462,0.9822639678030303,partial,1,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_08,exact,,,0.9773949384689331,0.9465472678363304,partial,1,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_09,exact,human-reviewer-1,gpt-5.2,0.954144299030304,0.9934077962807801,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-1,gemini-3-pro-preview,0.9595494270324707,0.9965454887545405,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-1,claude-opus-4-5,0.9616875648498535,0.9724867340346991,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-2,gpt-5.2,0.953027606010437,0.9999453783223944,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-2,gemini-3-pro-preview,0.967292070388794,0.9898986633577151,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-2,claude-opus-4-5,0.9670976400375366,0.9791335594315246,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-3,gpt-5.2,0.957716166973114,0.9945408049916847,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-3,gemini-3-pro-preview,0.9681169986724854,0.9844940900270054,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-3,claude-opus-4-5,0.9610174298286438,0.9845381327622342,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-4,gpt-5.2,0.9426507949829102,0.9494412941129531,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-4,gemini-3-pro-preview,0.965294361114502,0.9393945791482737,agree,2,,,,,
human-ai,Y1_09,exact,human-reviewer-4,claude-opus-4-5,0.9741603136062622,0.9703623563590341,agree,2,,,,,
ai-ai,Y1_09,exact,,,0.9700582027435303,0.9899532850353207,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_09,exact,,,0.9586097002029419,0.979078937753919,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_09,exact,,,0.973936915397644,0.9690322227892396,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_09,exact,,,0.9713802933692932,0.9933531746031746,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_09,exact,,,0.9689407348632812,0.987948601272465,agree,2,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_09,exact,,,0.9704064130783081,0.9428490903937332,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_09,exact,,,0.9751163721084595,0.9945954266692904,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_09,exact,,,0.9725434184074402,0.9494959157905586,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_09,exact,,,0.9719220399856567,0.9549004891212683,agree,2,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_10,fuzzy,human-reviewer-1,gpt-5.2,0.9516557455062866,0.9596884735518966,partial,1,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9565368294715881,0.9451710302109239,partial,1,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-1,claude-opus-4-5,0.9615610837936401,0.9586729241503178,partial,1,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-2,gpt-5.2,0.9438441395759583,0.9834940396613191,agree,2,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9491204023361206,0.9689765963203463,agree,2,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-2,claude-opus-4-5,0.9541754722595215,0.9824784902597403,agree,2,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-3,gpt-5.2,0.9462454915046692,0.9762452988188282,agree,2,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.947888195514679,0.9617278554778554,agree,2,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-3,claude-opus-4-5,0.9519142508506775,0.9752297494172494,agree,2,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-4,gpt-5.2,0.9392505884170532,0.9591941674789037,partial,1,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9449129700660706,0.944676724137931,partial,1,,,,,
human-ai,Y1_10,fuzzy,human-reviewer-4,claude-opus-4-5,0.9549226760864258,0.958178618077325,partial,1,,,,,
ai-ai,Y1_10,fuzzy,,,0.973135769367218,0.9854825566590273,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_10,fuzzy,,,0.9719358086585999,0.9989844505984212,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_10,fuzzy,,,0.9837864637374878,0.9864981060606061,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_10,fuzzy,,,0.9705950021743774,0.9761944338905775,partial,1,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_10,fuzzy,,,0.9706084132194519,0.9834431747330683,partial,1,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_10,fuzzy,,,0.9679477214813232,0.9995056939270072,agree,2,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_10,fuzzy,,,0.9709310531616211,0.9927512591575092,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_10,fuzzy,,,0.9641434550285339,0.9757001278175848,partial,1,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_10,fuzzy,,,0.9763489961624146,0.9829488686600756,partial,1,,,,human-reviewer-3,human-reviewer-4
human-ai,Y1_11,fuzzy,human-reviewer-1,gpt-5.2,0.9553669691085815,0.9952756566741529,agree,2,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-1,gemini-3-pro-preview,0.9540852308273315,0.9823514998310824,partial,1,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-1,claude-opus-4-5,0.9546608328819275,0.9853137578795473,partial,1,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-2,gpt-5.2,0.9464493989944458,0.8979442369085225,partial,1,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-2,gemini-3-pro-preview,0.9571657180786133,0.9203170804032873,agree,2,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-2,claude-opus-4-5,0.9633045196533203,0.9173548223548224,agree,2,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-3,gpt-5.2,0.9350776672363281,0.9413199340342198,partial,1,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-3,gemini-3-pro-preview,0.9449210166931152,0.9636927775289844,agree,2,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-3,claude-opus-4-5,0.9164638519287109,0.9607305194805195,agree,2,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-4,gpt-5.2,0.9456871151924133,0.9580347866419294,partial,1,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-4,gemini-3-pro-preview,0.9626479148864746,0.9804076301366942,agree,2,,,,,
