model,author,title,abstract,generated_at,source_file
claude-opus-4-5,claude-opus-4-5,The Exclusion Grammar: What Sequence Features Keep Proteins Out of Condensates,"Research on biomolecular condensates has overwhelmingly focused on what is included—which proteins phase separate and which clients are recruited—while the equally informative question of what is systematically excluded has received little attention. Yet exclusion may be more diagnostic of condensate identity than inclusion, because excluded proteins reveal the active mechanisms of selectivity. This Working Group will synthesize public condensate proteomics datasets together with whole-cell proteomes, localization atlases (HPA, OpenCell), and IDR feature databases to derive the first proteome-scale rules of condensate exclusion. The team brings together biophysicists studying phase separation, mass spectrometrists with quantitative condensate proteomics expertise, machine-learning researchers experienced in negative-set construction, and cell biologists with deep condensate-system expertise. We will define exclusion sets carefully—proteins expressed and abundant in the relevant condition, present in the cell, but absent from condensate proteomes above defined confidence thresholds—and harmonize these sets across ~40 condensate types from public datasets. Predictive models will test whether sequence and biochemical features (charge patterning, hydrophobicity, structural rigidity, cell cycle regulation, specific PTMs) distinguish excluded from included proteins more strongly than they distinguish included from random. Deliverables include (1) carefully constructed exclusion datasets across condensate types with explicit confidence frameworks, (2) sequence-based exclusion predictors released as a community web tool, (3) a quantitative grammar of exclusion features, and (4) testable hypotheses about exclusion mechanisms for follow-up experimental work. NCEMS support is essential because constructing principled negative sets across condensate datasets requires sustained methodological work and because the synthesis demands harmonization no single lab supports. The training plan supports four trainees in biophysics, computational biology, and proteomics through coordinated sub-projects on specific condensate systems, formal training in negative-set construction and predictive modeling, and joint analyses requiring fluency across the relevant disciplines. Trainees will co-author both the methods paper and condensate-specific analyses. All datasets, code, and trained models will be released openly with versioned DOIs through Zenodo, exclusion predictors will be available as a web tool, and the project will contribute to community standards for condensate-data reporting. By inverting the standard inclusion question, this project addresses a genuinely novel scientific question and is likely to reveal selectivity mechanisms invisible to inclusion-focused studies, with implications for understanding why disease-associated proteins mis-localize to condensates they would normally be excluded from.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Disease as Failure of Emergence: Cross-Disease Synthesis of Mesoscale Disruption,"Many diseases that affect cellular function—ALS, frontotemporal dementia, ribosomopathies, laminopathies, ciliopathies—involve disruption of mesoscale assemblies, yet the field treats each disease in isolation, obscuring potentially shared signatures of emergence failure. This Working Group will synthesize disease-relevant mesoscale datasets across multiple disease classes through a unified framework: emergence integrity. The team brings together cell biologists from each disease area, condensate biologists, structural biologists, computational biologists experienced in cross-disease integration, and machine-learning researchers expert in transfer learning. We will assemble harmonized disease-relevant datasets including patient-derived cell imaging, disease-relevant proteomics and interactomes, mesoscale-relevant variant catalogs (gnomAD, ClinVar, disease-specific databases), and cellular phenotyping screens from JUMP and other repositories. The synthesis will define quantitative metrics for mesoscale emergence integrity—stoichiometric fidelity, spatial organization, dynamic responsiveness—and test whether disease states share signatures of emergence failure across disease classes. Cross-disease comparison will identify shared molecular vulnerabilities and disease-specific signatures, and machine-learning models will test whether features learned on one disease transfer to others. Deliverables include (1) cross-disease harmonized datasets with shared annotation framework, (2) quantitative emergence-integrity metrics with open-source implementations, (3) a cross-disease atlas of mesoscale disruption, and (4) testable hypotheses about shared therapeutic targets. NCEMS support is essential because the synthesis spans disease communities that rarely collaborate and because cross-disease harmonization demands sustained ontological and computational work. The training plan supports six trainees from diverse disease and computational backgrounds through coordinated sub-projects on specific diseases, formal training in cross-disease data integration and reproducible analysis, and joint work on the cross-disease atlas. Trainees will participate in a cross-disciplinary seminar series, present at disease-area meetings as well as cell-biology venues, and co-author the resulting papers. All harmonized data, code, and metrics will be released through appropriate disease and general repositories with cross-references, and the cross-disease atlas will be queryable through a public web interface. The broader impact is substantial: identifying shared signatures of mesoscale emergence failure across diseases could illuminate therapeutic strategies that benefit multiple patient populations and would establish emergence integrity as a clinically meaningful concept. By treating diverse diseases under a shared mesoscale framework, this project demonstrates how synthesis can produce insights invisible to single-disease research.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Cellular Invariants: What Mesoscale Features Are Conserved Across Single Cells,"Single-cell biology has overwhelmingly focused on heterogeneity—how cells differ—yet identifying what is conserved across all cells of a type may be equally illuminating, since cellular invariants likely correspond to functional necessities. The recent abundance of single-cell omics, imaging, and multimodal datasets makes this question newly tractable, but no synthesis project has addressed it systematically. This Working Group will synthesize single-cell omics atlases (Human Cell Atlas, Tabula Sapiens), single-cell imaging datasets (HPA, OpenCell), and multimodal single-cell measurements to identify mesoscale invariants—features that vary minimally across cells of a defined type—and test whether these invariants define the functional core of cell-type identity. The team brings together single-cell genomicists, quantitative imaging specialists, statisticians expert in low-variance signal detection, and cell biologists with deep cell-type expertise. We will harmonize single-cell datasets across modalities, develop statistical methods for invariance detection that account for technical noise differently than for biological variation, and identify mesoscale features (organelle counts, condensate properties, nuclear organization metrics) that are conserved within cell types but vary across cell types. Deliverables include (1) harmonized multimodal single-cell datasets with consistent cell-type annotation, (2) statistical methods for invariance detection released as open-source software, (3) a catalog of mesoscale invariants across major cell types, and (4) testable hypotheses about why specific features are conserved. NCEMS support is essential because the synthesis spans single-cell modalities (omics, imaging) treated by separate communities and because invariance detection at this scale requires methodological development beyond any single lab's capacity. The training plan supports five trainees from genomics, imaging, and statistics backgrounds through cross-disciplinary co-mentoring, formal training in single-cell methods and invariance statistics, and joint work on cell-type-specific sub-projects. Trainees will participate in a journal club spanning the relevant communities and co-author the methods paper. All harmonized data, code, and the invariant catalog will be released openly through cellxgene, BioImage Archive, and Zenodo with cross-references, and the catalog will be queryable through a public interface. By inverting the field's focus from heterogeneity to invariance, this project addresses a genuinely novel scientific question. The broader impact lies in providing a complementary lens on cell-type identity that could reveal functional necessities currently obscured by emphasis on variation, with implications for cell engineering and disease, where loss of invariants may be more diagnostic than gain of variability.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,"Multi-Component Condensates: Synthesizing Protein, RNA, Lipid, and Metabolite Contributions","Most condensate research treats condensates as protein-based assemblies, but biological condensates contain RNA, lipids, and small metabolites that contribute to composition, material properties, and function. The fragmentation of relevant data—condensate proteomes from one literature, condensate RNA content from another, lipid composition from a third—has prevented integrated multi-component analysis at synthesis scale. This Working Group will synthesize public condensate proteomics, condensate-resident RNA datasets (CLIP, condensate-RNA-seq), condensate lipidomics where available, and metabolite-condensate interaction studies to develop the first integrated multi-component framework for condensate composition. The team brings together condensate biologists, RNA biochemists, lipidomics specialists, metabolomics experts, and computational biologists experienced in multi-modal integration. We will harmonize multi-component datasets across condensate types and conditions, develop integrated representations capturing all four molecular classes, and test whether multi-component models predict condensate properties (composition, dynamics, response to perturbation) better than protein-only models. Deliverables include (1) the first multi-component condensate dataset with consistent annotation across molecular classes, (2) integrated computational models predicting multi-component composition, (3) testable hypotheses about RNA, lipid, and metabolite contributions to specific condensates, and (4) open-source tools for multi-component analysis. NCEMS support is essential because the synthesis spans biochemistry communities (proteins, RNA, lipids, metabolites) that operate independently and because integration at this scale demands sustained interdisciplinary infrastructure. The training plan supports six trainees from each relevant biochemistry community through cross-community co-mentoring, formal training in multi-modal integration and condensate biology, and joint sub-projects on specific condensate systems. Trainees will participate in a cross-community seminar series and co-author the integrative paper introducing multi-component condensate analysis. All datasets, code, and integrated models will be released through ProteomeXchange, MetaboLights, and GitHub with cross-references, and the multi-component condensate database will be queryable through a public web interface. The broader impact lies in moving the condensate field beyond its protein-centric framing toward a more complete biochemical picture, with implications for understanding how condensates function in real cellular contexts where all four molecular classes co-exist. By integrating molecular classes typically studied in isolation, this project demonstrates how synthesis can produce qualitatively new pictures of mesoscale assemblies.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,The Dynamic Conditional Interactome: How Protein Networks Rewire Across Cellular Contexts,"Protein-protein interaction networks underpin cellular function, but most published interactomes are static snapshots of single conditions, obscuring how networks rewire across cell-cycle phases, stress responses, differentiation states, and disease contexts. The fragmented landscape of condition-specific interactome data—BioPlex, OpenCell, condition-resolved AP-MS studies, proximity labeling experiments under specific perturbations—has prevented unified analysis of how interaction networks change with cellular context. This Working Group will synthesize condition-resolved interactome data into a unified tensor representation (proteins × proteins × conditions) and develop methods to analyze how networks rewire across conditions. The team brings together proteomicists with deep AP-MS and proximity-labeling expertise, network biologists, machine-learning researchers experienced in tensor decomposition, and cell biologists with expertise in specific conditions. We will harmonize condition-specific interactome datasets across ~100 conditions, develop tensor-decomposition methods that identify conditional interaction modules, and test whether identified modules predict cellular phenotypes under perturbation. Deliverables include (1) a harmonized conditional-interactome resource queryable by condition, (2) open-source tensor-decomposition methods adapted for conditional networks, (3) identification of context-specific interaction modules underlying major cellular processes, and (4) testable predictions about interactome rewiring in disease. NCEMS support is essential because the synthesis spans interactome communities (AP-MS, proximity labeling, Y2H) with different conventions and because tensor methods at this scale require sustained methodological development. The training plan supports five trainees in proteomics, network biology, and machine learning through cross-disciplinary co-mentoring, formal training in tensor methods and interactome data analysis, and joint sub-projects on specific cellular contexts. Trainees will co-author the methods paper introducing the tensor framework and contribute condition-specific analyses. All harmonized data, code, and the conditional-interactome resource will be released through ProteomeXchange and GitHub with reproducible workflows, and the resource will be queryable through a public web interface. The broader impact lies in demonstrating that interactome biology is fundamentally conditional, not static, and providing infrastructure for condition-aware network analysis that the broader community can build upon. By moving from static to dynamic-conditional interactomes, this project addresses an innovative analytical strategy with broad implications for systems biology, drug discovery, and understanding network dysfunction in disease.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Missing Heritability of Cellular Phenotypes: Does Mesoscale State Explain the Residuals,"In human genetics, the term missing heritability refers to phenotypic variance unexplained by identified genetic variants. An analogous puzzle exists in cell biology: large-scale morphological and transcriptomic screens reveal substantial cell-to-cell phenotypic variance unexplained by genetic perturbations alone. Whether mesoscale state—condensate composition, organelle architecture, network configuration—explains these residuals has not been tested at synthesis scale. This Working Group will synthesize Cell Painting (JUMP), Perturb-seq, DepMap, and complementary perturbation atlases to partition cellular phenotypic variance and test whether mesoscale covariates explain residual variance beyond genetic and stochastic sources. The team brings together cell-painting and Perturb-seq experts, statistical geneticists with variance-partitioning expertise, mesoscale-imaging specialists, and machine-learning researchers experienced in residual modeling. We will harmonize perturbation datasets across the relevant archives, integrate them with mesoscale measurements where available (organelle morphometrics, condensate features), partition variance using methods adapted from human genetics, and test whether mesoscale covariates explain residual phenotypic variance better than alternative explanations. Deliverables include (1) a harmonized cellular-phenotype variance-partitioning resource, (2) statistical methods adapted from human genetics for cellular-phenotype residual analysis, (3) quantitative estimates of mesoscale variance contributions across phenotype classes, and (4) testable predictions about which mesoscale features matter most for which phenotypes. NCEMS support is essential because the synthesis bridges human-genetics methodology and cell biology in ways no single lab supports, and because variance partitioning at this scale demands sustained statistical and computational infrastructure. The training plan supports five trainees from human genetics, cell biology, and statistics backgrounds through cross-disciplinary co-mentoring, formal training in variance-partitioning methods and large-scale screen analysis, and joint sub-projects on specific phenotype classes. Trainees will co-author the methods paper introducing residual analysis to cell biology and contribute phenotype-specific analyses. All harmonized data, code, and analysis pipelines will be released through Cell Painting Gallery, cellxgene, and GitHub with reproducible workflows. The broader impact lies in importing the conceptual framework of missing heritability into cell biology, providing tools for systematically asking what mesoscale state contributes to cellular phenotypes beyond genetics. By framing cell biology with concepts from human genetics, this project addresses a genuinely novel question and could reshape how cellular variability is interpreted across the field.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Cryo-EM Detection Bias: What Mesoscale Assemblies Are Systematically Missed,"Cryo-electron microscopy has transformed structural biology, but EMDB and EMPIAR depositions disproportionately represent assemblies amenable to current methods—well-defined, homogeneous, abundant complexes with stable interfaces. Mesoscale assemblies that are heterogeneous, transient, low-abundance, or membrane-associated may be systematically underrepresented, biasing the structural-biology view of mesoscale organization. No prior project has quantified this bias at synthesis scale or developed correction strategies. This Working Group will synthesize EMDB and EMPIAR depositions against AlphaFold-Multimer predictions, complexome profiling data, and cellular fractionation proteomes to quantify which mesoscale assemblies are over- and under-represented in cryo-EM, and to develop methods that correct for this bias when drawing inferences about cellular architecture. The team brings together cryo-EM specialists, computational structural biologists, mass spectrometrists with complexome expertise, and statisticians expert in selection-bias modeling. We will harmonize cryo-EM depositions with consistent metadata, integrate with complexome profiling and AlphaFold-Multimer predictions, develop bias-correction methods analogous to those used in observational epidemiology, and produce a calibrated picture of which assemblies are detectable versus systematically missed. Deliverables include (1) a harmonized cryo-EM-deposition resource with consistent metadata, (2) quantitative bias estimates across assembly classes, (3) bias-correction methods released as open-source software, and (4) prioritized targets for future cryo-EM experimental campaigns. NCEMS support is essential because rigorous bias analysis spans structural and statistical communities that rarely collaborate and because the synthesis demands harmonization across multiple structural archives. The training plan supports four trainees in structural biology, mass spectrometry, and statistics through cross-disciplinary co-mentoring, formal training in cryo-EM analysis, complexome profiling, and selection-bias methodology, and joint sub-projects on specific bias classes. Trainees will co-author the methods paper introducing bias-correction to structural biology. All harmonized data, code, and bias-correction methods will be released through EMDB, ProteomeXchange, and GitHub with reproducible workflows. The broader impact is methodological: by quantifying and correcting representation bias in structural biology, this project will improve how the field interprets the structural record and could reshape strategic priorities for cryo-EM experimental campaigns. By treating cryo-EM data as observational rather than complete, this project introduces selection-bias frameworks—standard in epidemiology—to structural biology, with implications well beyond the specific assemblies analyzed.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Pan-Eukaryotic Comparative Architecture: Conservation and Divergence of Organelle Form,"Most cell-biology synthesis is anchored in a small number of model organisms, leaving pan-eukaryotic comparative architecture largely unexplored. With expanding public structural data (AlphaFold-DB), genome-spanning orthology resources (OMA, OrthoDB), and organism-spanning electron microscopy depositions, synthesis-scale comparative organelle architecture is now feasible. This Working Group will synthesize structural and comparative genomic data across diverse eukaryotic phyla to identify which features of organelle architecture are deeply conserved and which diverge with phylogenetic distance, lifestyle, or environment. The team brings together comparative cell biologists with deep expertise across protist, fungal, plant, and animal lineages, structural biologists, evolutionary biologists with phylogenetic-comparative-methods expertise, and computational biologists experienced in cross-species integration. We will harmonize organelle structural data across ~50 eukaryotic species using AlphaFold-DB orthologs and available EM and tomography depositions, integrate with comparative genomics to identify orthologous organelle components, and apply phylogenetic comparative methods to test for architectural conservation versus lineage-specific divergence. Deliverables include (1) a pan-eukaryotic organelle architecture resource with consistent annotation across phyla, (2) phylogenetic-comparative analyses of conservation and divergence, (3) identification of lineage-specific architectural innovations, and (4) testable hypotheses about why specific architectures are conserved or divergent. NCEMS support is essential because the synthesis spans communities (model-organism cell biologists, protistologists, plant biologists, mycologists) that rarely collaborate and because comparative analysis at this phylogenetic scope demands sustained ontological and computational work. The training plan supports six trainees from diverse organismal backgrounds through cross-organism co-mentoring, formal training in comparative methods and structural biology, and joint sub-projects on specific organelle classes across phyla. Trainees will participate in a cross-organism seminar series and co-author the comparative-architecture papers. All harmonized data, code, and the comparative resource will be released through Zenodo and GitHub with cross-references to source archives, and the resource will be queryable through a phylogenetically-aware web interface. The broader impact lies in establishing pan-eukaryotic comparative architecture as a tractable synthesis-research domain and in revealing which mesoscale features are evolutionary necessities versus lineage-specific solutions. By extending comparative biology beyond sequence to architecture, this project addresses a compelling scientific question and provides infrastructure that the broader community can build upon for years.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Reconstructing Ancestral Mesoscale Assemblies: Phylogenetic Inference at the Architectural Scale,"Phylogenetic methods have transformed our understanding of protein evolution, but ancestral reconstruction has rarely been applied at the mesoscale—to ancestral condensates, ancestral ribosomes, ancestral organelle assemblies. With AlphaFold-Multimer predictions, ancestral sequence reconstruction methods, and pan-eukaryotic orthology resources, synthesis-scale ancestral mesoscale reconstruction is now feasible and could illuminate questions about evolvability, the emergence of complexity, and the origins of mesoscale organization. This Working Group will synthesize ancestral sequence reconstructions, AlphaFold-Multimer predictions, comparative interactome data, and pan-eukaryotic orthology to reconstruct ancestral mesoscale assemblies and test hypotheses about how mesoscale complexity arose. The team brings together evolutionary biologists with ancestral-reconstruction expertise, computational structural biologists experienced in AlphaFold-Multimer, comparative biologists with deep orthology expertise, and biophysicists experienced in assembly modeling. We will reconstruct ancestral sequences for components of major mesoscale assemblies (ribosomes, nuclear pores, condensate scaffolds, motor-protein complexes) at key phylogenetic nodes, predict ancestral assembly architectures using AlphaFold-Multimer, and test whether reconstructed ancestral architectures are consistent with predicted ancestral lifestyles and inferred environmental conditions. Deliverables include (1) reconstructed ancestral mesoscale assemblies for several systems with quantified uncertainty, (2) testable hypotheses about ancestral function and the path to modern architectures, (3) open-source pipelines bringing ancestral reconstruction to the mesoscale, and (4) a framework for assessing reconstruction reliability at the mesoscale. NCEMS support is essential because the synthesis bridges evolutionary biology and structural biology in ways no single lab supports and because the methodological development demands sustained interdisciplinary effort. The training plan supports five trainees from evolutionary, structural, and computational backgrounds through cross-disciplinary co-mentoring, formal training in ancestral reconstruction and structural prediction, and joint sub-projects on specific assemblies. Trainees will participate in a cross-disciplinary seminar series and co-author the methods paper introducing mesoscale ancestral reconstruction. All reconstructions, code, and ancestral structures will be released openly through Zenodo and AlphaFold-DB with cross-references, and the pipelines will be packaged as reproducible workflows. The broader impact lies in extending the powerful framework of ancestral reconstruction from molecules to mesoscale assemblies, opening a new evolutionary perspective on how cellular complexity arose. By treating mesoscale assemblies as evolutionary objects amenable to phylogenetic inference, this project introduces a new analytical strategy with broad implications for evolutionary cell biology.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Engineered Versus Evolved Mesoscale: Do Designed Systems Obey the Same Rules,"Synthetic biology has produced an expanding repertoire of engineered mesoscale systems—designed condensates, synthetic minimal cells, de novo proteins, engineered organelles. Whether these engineered systems obey the same compositional, dynamical, and organizational rules as evolved systems is unknown, with profound implications for both fundamental biology (what is necessity vs. contingency) and applied biology (what can be engineered). This Working Group will synthesize public data from synthetic-biology repositories (Addgene-derived data, JCVI minimal-cell datasets, designed-protein databases) alongside natural mesoscale datasets to test whether engineered and evolved mesoscale systems follow the same rules. The team brings together synthetic biologists with engineered-condensate and minimal-cell expertise, cell biologists studying natural mesoscale systems, biophysicists, and machine-learning researchers experienced in transfer learning. We will harmonize engineered-system datasets with natural mesoscale datasets to enable direct comparison, develop statistical methods that test whether engineered systems sample the same parameter space as evolved systems or systematically differ, and identify rules that hold across both versus rules specific to evolved systems. Deliverables include (1) harmonized engineered-vs-evolved mesoscale datasets with consistent annotation, (2) statistical comparisons identifying shared and divergent rules, (3) testable hypotheses about why engineered systems systematically differ from evolved systems where they do, and (4) design principles for synthetic biologists derived from the comparison. NCEMS support is essential because the synthesis spans synthetic and natural biology communities that rarely collaborate at the data-integration level and because the comparison demands ontological and statistical infrastructure beyond any single lab. The training plan supports four trainees from synthetic-biology and natural-cell-biology programs through cross-community co-mentoring, formal training in synthesis-data analysis and statistical comparison methods, and joint sub-projects on specific mesoscale system pairs. Trainees will participate in a cross-community seminar series and co-author the comparative paper. All harmonized data and code will be released through Addgene-linked repositories, Zenodo, and GitHub with reproducible workflows. The broader impact is conceptual: identifying which mesoscale rules transcend the engineered-evolved divide will sharpen understanding of biological necessity, while identifying engineering-specific deviations will inform synthetic-biology design principles. By using synthetic systems as natural experiments to probe what is constrained versus contingent in evolved mesoscale biology, this project addresses both novel scientific questions and innovative analytical strategies.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,"A Foundation-Model Embedding for Public Cell Microscopy: Unifying HPA, IDR, JUMP, and OpenCell","Public cell-microscopy archives—the Human Protein Atlas, Image Data Resource, JUMP Cell Painting, OpenCell, Allen Cell Explorer—contain millions of images representing the largest visual record of cellular biology ever assembled, but no unified embedding exists across these archives. Without a shared representation, cross-archive analysis is essentially impossible, and the integrated value of these resources is unrealized. This Working Group will train a foundation-model embedding spanning major public cell-microscopy archives and demonstrate its utility for revealing previously invisible mesoscale phenotypes. The team brings together computer-vision experts with foundation-model experience, cell biologists with deep expertise in each archive, machine-learning infrastructure specialists, and quantitative imaging biologists. We will preprocess images from the major archives into a unified format, train a self-supervised foundation model using contrastive and masked-modeling objectives at archive scale, and analyze the resulting embedding for novel phenotype clusters that cross archive boundaries. Particular attention will be paid to mesoscale phenotypes—organelle organization, condensate features, cytoskeletal patterns—that may be visible in the embedding but underexplored in any single archive. Deliverables include (1) a unified foundation-model embedding released as a community resource, (2) the underlying preprocessed image corpus with consistent metadata, (3) discovered mesoscale phenotype clusters with biological annotation, and (4) downstream analysis tools enabling researchers to project their own images into the embedding. NCEMS support is essential because the project requires computational scale beyond any single lab, deep cell-biology expertise across multiple archive contexts, and sustained machine-learning infrastructure. The training plan supports six trainees from computer-vision and cell-biology programs through cross-disciplinary co-mentoring, formal training in foundation-model methods and biological image analysis, and joint sub-projects on specific phenotype classes revealed by the embedding. Trainees will co-author the foundation-model paper and downstream phenotype-specific analyses. The model and embedding will be released through HuggingFace with clear licensing, the preprocessed corpus will be hosted with cross-references to source archives, and reproducible training and analysis pipelines will be released through GitHub. The broader impact is infrastructural: a shared foundation-model embedding will enable a generation of synthesis research on public cell microscopy that is currently impossible. By providing the missing computational substrate for cross-archive cell-image analysis, this project addresses a clear NCEMS-scale need and an innovative analytical strategy whose downstream applications will extend well beyond the immediate Working Group.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,Causal Mesoscale Regulatory Graphs from Perturb-seq and ORFeome Synthesis,"Most network reconstruction in cell biology relies on correlational measures that conflate direct and indirect relationships, limiting mechanistic interpretation. Large-scale perturbation atlases—Perturb-seq, ORFeome screens, CRISPR perturbation studies—contain the interventional information needed for causal inference, but no synthesis project has applied modern causal-inference methods at scale to extract directional regulatory graphs governing mesoscale assemblies. This Working Group will synthesize public Perturb-seq and ORFeome datasets to construct causal regulatory graphs for mesoscale assembly processes (condensate formation, organelle biogenesis, cytoskeletal organization) using do-calculus and modern causal-inference frameworks. The team brings together causal-inference specialists from statistics and computer science, perturbation-genomics experts, cell biologists with mesoscale expertise, and computational biologists experienced in network reconstruction. We will harmonize perturbation datasets across labs and platforms, develop causal-inference pipelines adapted to perturbation-genomics data with its specific noise structure and confounding patterns, and apply these methods to construct directional regulatory graphs for mesoscale assembly processes. Validation will use held-out perturbations and orthogonal experimental data. Deliverables include (1) harmonized perturbation datasets with consistent annotation, (2) causal-inference pipelines adapted to perturbation genomics, released as open-source software, (3) inferred causal regulatory graphs for mesoscale assembly processes, and (4) testable predictions about regulatory mechanisms for follow-up experimental work. NCEMS support is essential because the synthesis bridges causal-inference and cell-biology communities that rarely collaborate, and because perturbation-data harmonization at this scale demands sustained methodological infrastructure. The training plan supports five trainees from statistics, computer science, and biology programs through cross-disciplinary co-mentoring, formal training in causal inference and perturbation genomics, and joint sub-projects on specific mesoscale processes. Trainees will participate in a cross-disciplinary seminar series and co-author the methods paper introducing causal inference at scale to perturbation genomics. All harmonized data, code, and inferred graphs will be released through cellxgene-linked repositories and GitHub with reproducible workflows, and the graphs will be queryable through a public web interface. The broader impact lies in moving cell-biology network analysis from correlational to causal, providing the mechanistic interpretability that downstream experimental and therapeutic work requires. By bringing modern causal inference to perturbation genomics at scale, this project addresses an innovative analytical strategy with broad implications for systems biology and drug discovery.",,claude-ideas-how-to-think.json
claude-opus-4-5,claude-opus-4-5,A Community Benchmark for Emergence Detectability in Mesoscale Biological Systems,"The molecular and cellular biology community lacks standard benchmarks for what counts as detected emergence: methods proposed to identify emergent properties at the mesoscale are typically tested on hand-picked examples, leaving the field unable to compare methods systematically or assess false-positive rates. This methodological gap is a substantial obstacle to rigorous synthesis research on emergence. This Working Group will develop the first community benchmark for emergence-detection methods, comprising both simulated systems with ground-truth emergent properties and well-characterized real biological systems where emergence has been independently established, then evaluate existing methods systematically. The team brings together statistical physicists, computational biologists experienced in benchmark development, cell biologists with deep mesoscale expertise, and machine-learning researchers expert in evaluation methodology. We will design a suite of simulated systems with known emergent properties (criticality signatures, multi-scale dependencies, irreducible higher-order interactions), curate real systems with strong evidence for emergence (well-studied condensates, ribosomes, nuclear pores) and rigorous controls without emergent properties, and evaluate published emergence-detection methods on the benchmark to identify which methods reliably detect emergence and which produce false positives. Deliverables include (1) a community benchmark suite with simulated and real systems, released openly with clear evaluation protocols, (2) systematic evaluations of existing emergence-detection methods, (3) recommendations for method selection in future emergence research, and (4) a continuously updated benchmark to incorporate new methods and systems. NCEMS support is essential because benchmark development demands sustained community engagement no single lab can provide, and because the benchmark must span multiple mesoscale phenomena and methodological communities. The training plan supports five trainees from statistical-physics, computational-biology, and cell-biology programs through cross-disciplinary co-mentoring, formal training in benchmark design and evaluation methodology, and joint sub-projects evaluating specific method classes. Trainees will participate in benchmark-design workshops with the community and co-author the benchmark paper, gaining experience in standards development that is rare in graduate training. The benchmark will be released through Zenodo with versioned DOIs and a continuously updated leaderboard, evaluation pipelines will be containerized for reproducibility, and all simulated and curated data will be openly accessible. The broader impact is foundational: by establishing a community standard for what counts as detected emergence, this project will substantially raise the rigor of emergence research at the mesoscale and enable cumulative methodological progress that the absence of benchmarks currently prevents. By building the missing evaluation infrastructure for an entire research area, this Working Group exemplifies the kind of community-scale contribution NCEMS uniquely supports.",,claude-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The Entropy of the Nucleus: Quantifying Information Density in Chromatin-Condensate Interfaces,"The nucleus is the ultimate mesoscale environment, where the physical organization of chromatin and the emergence of membraneless organelles (condensates) dictate gene expression. Current research often treats these as separate phenomena: polymer physics for DNA and liquid-liquid phase separation for condensates. This project will synthesize publicly available Hi-C (genome architecture), super-resolution microscopy (spatial localization), and mass-spectrometry-based proteomics (composition) to test the hypothesis that the nucleus operates as a constrained information-processing system where local entropy is actively managed. We will develop a novel 'Information Density Metric' to map how condensate formation alters the local degrees of freedom for chromatin fibers. By integrating these disparate data types using Physics-Informed Neural Networks (PINNs), we aim to identify the 'emergence threshold' where molecular crowding transitions into functional regulatory hubs. This work requires the synthesis of community-scale datasets to move beyond single-locus observations to a whole-nucleus physical law. The project will involve collaboration between computational biophysicists, genomicists, and data scientists, providing a unique training ground for the next generation of mesoscale researchers.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Urban Traffic Dynamics of the Vesicle Transport System: A Network Flow Synthesis,"Intracellular transport relies on molecular motors navigating a dense, heterogeneous cytoskeletal grid. While we understand single-motor kinetics, the emergent behavior of vesicle 'traffic'—including bottlenecks, bypasses, and multi-modal congestion—remains a mystery. This project will synthesize single-particle tracking (SPT) datasets from multiple cell types with high-resolution Cryo-ET reconstructions of the cytoskeleton. By applying analogical models from urban traffic engineering and graph theory, we will treat the cytoplasm as a logistical network. We aim to identify 'high-traffic hubs' and 'dead-zones' within the cell, determining how the density of actin filaments and microtubules emerges as a self-organizing traffic-control system. This synthesis is beyond the scope of a single lab as it requires merging biophysical movement data with large-scale structural topographies. The output will be a 'Cellular Traffic Map' and a predictive toolkit for how mutations in motor proteins lead to systemic transport failure, a key feature in neurodegenerative diseases. Trainees will gain expertise in applying civil engineering algorithms to biological systems, fostering transdisciplinary innovation.",,gemini-ideas-how-to-think.json
