model,title,abstract,generated_at
gpt-5.2,"Mesoscale Proteasome and Autophagy Hub Organization: Integrating Spatial Proteomics, Imaging, and Ubiquitinome Data to Explain Proteostasis Emergence","Proteostasis emerges from mesoscale organization of degradation hubs—proteasome-rich microdomains, aggresomes, and autophagy initiation sites (50–1000 nm)—that coordinate substrate selection, sequestration, and clearance. The emergent phenomenon is that collective spatial organization and phase-like sequestration yields system-level robustness to misfolded proteins, not predictable from individual E3 ligases or proteases.

We will synthesize: (i) spatial proteomics identifying proteasome/autophagy component localization (Human Protein Atlas; hyperLOPIT and proximity labeling datasets in PRIDE), (ii) ubiquitinomics and proteome turnover datasets (PRIDE; ubiquitin linkage-specific studies), (iii) bioimaging of aggresomes, p62 bodies, autophagosome markers, and proteasome foci (IDR/BioImage Archive), (iv) genetic perturbation screens for proteostasis regulators (DepMap; CRISPR screens for aggregation/toxicity), and (v) disease datasets with proteostasis failure signatures (AMP-AD proteomics; ALS/FTD proteomics and transcriptomics in GEO).

We will quantify mesoscale hub features from images (number, size, spatial distribution relative to organelles) using standardized segmentation and spatial statistics. We will integrate these with ubiquitinome features (linkage composition, substrate networks) and with turnover rates to infer how hub organization modulates degradation flux. Dynamical modeling will connect hub formation kinetics to emergent outcomes such as threshold-like aggregation onset. Multi-omic factor analysis will identify latent “proteostasis states” shared across stresses and diseases.

Hypotheses: (1) cells switch between distinct mesoscale proteostasis strategies—distributed microdomains vs centralized aggresome routing—depending on crowding and ubiquitin network topology; (2) specific ubiquitin linkage patterns bias substrates toward particular hubs; and (3) neurodegenerative disease signatures reflect a shift in mesoscale hub organization rather than solely changes in expression.

Expected insights include a unified atlas of proteostasis hub architectures across cell types and stresses, mechanistic links between ubiquitin network structure and mesoscale sequestration, and candidate mesoscale biomarkers of early proteostasis collapse.

This requires team science across imaging, ubiquitin biochemistry, systems biology, and neurodegeneration, with heavy emphasis on data harmonization and reproducible pipelines. NCEMS support is needed to curate dispersed datasets, develop open standards for hub annotation, and train trainees in integrative analysis of spatial proteomics and bioimage-derived mesoscale features.",2026-02-09T20:49:08.056422
gpt-5.2,"Emergent Bacterial Microcompartment Design Rules: Synthesizing Genomes, Structures, and Metabolic Flux to Predict Organelle-Like Function","Bacterial microcompartments (BMCs) are proteinaceous organelles (50–300 nm) whose emergent permeability and enzyme colocalization enable metabolic pathways that would be inefficient or toxic in the cytosol. The emergent phenomenon is that shell protein assembly and pore organization generate selective transport and reaction microenvironments not predictable from individual enzymes.

We will synthesize: (i) BMC gene clusters across bacterial genomes (NCBI RefSeq, IMG; curated BMC databases), (ii) shell protein and encapsulated enzyme structures (PDB, AlphaFold DB), (iii) metabolomics and flux measurements for BMC-associated pathways (Metabolomics Workbench; published 13C flux studies), (iv) cryo-EM structures of intact BMCs and shells (EMDB/EMPIAR), and (v) environmental metadata and phenotypes for host organisms (GOLD database; literature-derived growth phenotypes).

We will build a comparative framework linking genetic composition to mesoscale shell architecture and emergent function. First, we will annotate shell protein families and predict pore properties (charge, diameter, gating motifs) from structures. Second, we will infer likely shell stoichiometries and tessellation patterns using assembly modeling and constraints from cryo-EM. Third, we will integrate pathway enzyme kinetics (from BRENDA) with predicted permeability to simulate emergent metabolite gradients and flux enhancement using reaction–diffusion models. Machine learning will map gene cluster features to predicted organelle performance metrics (toxicity mitigation, flux gain).

Key questions: Are there universal shell “permeability motifs” that recur across unrelated BMC types? How do small changes in pore composition produce emergent switches between retention vs throughput regimes? Can we predict ecological niches where particular BMC designs confer advantage?

Expected insights include design rules for emergent mesoscale selectivity, a taxonomy of BMC architectures linked to metabolic outcomes, and open tools for predicting BMC function from genomes. While synthetic biology implications exist, the project itself uses only public data and focuses on fundamental principles of mesoscale emergence.

This effort requires collaboration among microbiologists, structural biologists, metabolic modelers, and evolutionary bioinformaticians, and depends on integrating large-scale genomic data with structural and metabolic measurements. NCEMS support will enable community curation, open pipelines, and trainee training in multiscale modeling of protein-based organelles.",2026-02-09T20:49:08.056423
gpt-5.2,Mesoscale Vesicle Coat Self-Organization: Integrating Structural Proteomics and Imaging to Explain Cargo Selectivity Emergence,"Vesicle coats (clathrin, COPI, COPII) assemble into mesoscale lattices (50–150 nm vesicles; ~10–20 nm lattice spacing) that generate curvature and select cargo. The emergent phenomenon is that collective lattice geometry and adaptor clustering yields cargo selectivity and vesicle size distributions not predictable from individual coat subunits.

We will synthesize: (i) cryo-EM structures of coat assemblies and adaptor complexes (PDB/EMDB), (ii) proteomics of coated vesicles and adaptor interactomes (PRIDE; BioGRID/IntAct interactions), (iii) high-content imaging of trafficking markers and coat puncta (IDR; Cell Painting datasets where relevant), (iv) cargo proteomes and sorting signal annotations (UniProt; curated motif databases), and (v) genetic perturbation phenotypes for coat/adaptor genes (DepMap; yeast deletion phenotypes in SGD).

We will quantify coat puncta and vesicle size proxies from imaging, and integrate with structural parameters (lattice curvature preferences, binding site densities). Graph-based models will represent adaptor–cargo networks, while physics-informed simulations will connect adaptor clustering to emergent cargo enrichment under constraints of lattice geometry. We will use probabilistic models to infer how adaptor competition and cooperative binding produce sharp cargo sorting thresholds.

Hypotheses: (1) vesicle coats operate near geometric frustration points where small changes in adaptor composition shift vesicle size and cargo repertoire; (2) emergent cargo selectivity is driven by mesoscale clustering of adaptors into subdomains within the coat; and (3) disease mutations in trafficking genes often act by altering mesoscale lattice parameters rather than abolishing binding.

Expected insights include a unified model connecting coat architecture to cargo selection across pathways, identification of conserved mesoscale adaptor subdomain motifs, and open resources linking structural and imaging-derived coat features.

This synthesis requires team science across structural biology, quantitative imaging, trafficking cell biology, and computational modeling. NCEMS support is needed to harmonize disparate datasets, build open analysis pipelines, and train trainees to integrate structure, networks, and bioimage-derived mesoscale phenotypes under reproducible open science.",2026-02-09T20:49:08.056424
gpt-5.2,"Emergent Nuclear Pore Selectivity at the Mesoscale: A Synthesis of FG-Nup Disorder, Transport Kinetics, and NPC Ultrastructure","Nuclear pore complexes (NPCs) are ~100 nm assemblies whose central FG-nucleoporin (FG-Nup) network forms a selective permeability barrier—an emergent property arising from collective polymer behavior rather than any single FG repeat. This project will synthesize structural, sequence, and transport datasets to test how mesoscale organization of FG-Nups encodes selectivity and transport modes across species and cell states.

We will integrate: (i) NPC structural data from cryo-ET and cryo-EM (EMDB/EMPIAR; PDB for scaffold subcomplexes), (ii) FG-Nup sequences, disorder annotations, and repeat grammars (UniProt, MobiDB, DisProt), (iii) quantitative transport kinetics measurements (single-molecule transport, FRAP, import/export rates) from published datasets and supplements, (iv) proteomics of NPC composition and post-translational modifications (PRIDE), and (v) genetic perturbation phenotypes affecting transport (SGD; DepMap; disease variant databases for nucleoporins).

We will build a multiscale model linking FG-Nup polymer physics to observed transport selectivity. Sequence-derived features (FG motif spacing, charge patterning) will parameterize coarse-grained polymer simulations and analytical theories (brush/gels). Structural constraints from NPC ultrastructure will define boundary conditions. We will then fit model predictions to transport kinetics via Bayesian inference, enabling estimation of emergent parameters such as mesh size, cohesive interaction strength, and heterogeneity across the pore.

Key questions: Do different cell types or organisms achieve similar selectivity via distinct FG-Nup sequence grammars (many-to-one mapping)? Are there discrete “barrier states” corresponding to transport regimes (fast/slow, size cutoff shifts) modulated by phosphorylation or composition changes? Can disease-associated mutations be explained as shifts in emergent barrier parameters rather than loss of specific interactions?

Expected insights include a comparative atlas of FG-Nup grammars mapped to inferred barrier states, quantitative links between ultrastructure and transport, and open tools for fitting polymer-based NPC models to data.

This effort requires collaboration among polymer physicists, structural biologists, quantitative microscopists, and computational biologists, and hinges on synthesizing diverse public datasets. NCEMS support will enable coordinated curation, reproducible modeling workflows, and trainee training at the interface of disordered protein science and mesoscale transport phenomena.",2026-02-09T20:49:08.056425
gpt-5.2,"Mesoscale Emergence in Bacterial Biofilm Matrix Nanostructure: Integrating Omics, Imaging, and Rheology to Predict Community Robustness","Biofilms are stabilized by extracellular matrix (ECM) nanostructures (10–500 nm fibers, pores, and crosslinked networks) whose emergent viscoelasticity and diffusional barriers create antibiotic tolerance and spatial metabolic stratification. The emergent phenomenon is that collective polymer and protein assembly yields community-level robustness not predictable from individual ECM components.

We will synthesize: (i) biofilm imaging datasets including confocal, super-resolution, and electron microscopy of ECM architectures (BioImage Archive/IDR; EMPIAR), (ii) metagenomic and transcriptomic profiles of biofilm communities (NCBI SRA; MG-RAST), (iii) proteomics of ECM and secretomes (PRIDE), (iv) publicly available rheology/viscoelastic measurements and diffusion assays (compiled from literature with open data), and (v) antibiotic susceptibility and perturbation datasets (PATRIC; published screens).

We will extract mesoscale structural descriptors from images (fiber thickness distributions, pore size, network connectivity) using segmentation and graph reconstruction. We will integrate these with ECM composition inferred from omics (polysaccharide synthesis genes, amyloid proteins, eDNA abundance proxies) to build predictive models of emergent rheology and diffusional barrier properties. Reaction–diffusion modeling will connect matrix structure to nutrient/antibiotic penetration and to spatial gene expression patterns.

Hypotheses: (1) diverse biofilms converge on a small set of mesoscale ECM architectures that define mechanical and barrier “states”; (2) community composition influences architecture through modular ECM programs; and (3) transitions between ECM states under stress explain abrupt changes in tolerance.

Expected insights include a cross-species atlas of ECM mesoscale architectures, mechanistic links between matrix nanostructure and emergent tolerance, and open tools for standardized ECM quantification. The work is purely synthesis-based, leveraging existing datasets to unify previously disconnected measurements.

Team science is required across microbiology, materials science, image analysis, and ecological modeling. NCEMS support is needed to curate heterogeneous datasets, establish open standards for ECM feature reporting, and train trainees in integrative analysis of microbial communities and mesoscale biomaterials under open science practices.",2026-02-09T20:49:08.056426
gpt-5.2,"Emergent Spliceosome Nano-Organization: Integrating RNP Structural States, Proximity Proteomics, and Single-Cell Isoform Variability","Pre-mRNA splicing is executed by spliceosomes and associated nuclear speckle substructures at mesoscale dimensions (20–200 nm RNP assemblies; 100–500 nm speckle subdomains). The emergent phenomenon is that collective organization of splicing factors into dynamic assemblies produces cell-type-specific isoform distributions and noise, beyond what individual RNA-binding proteins predict.

We will synthesize: (i) cryo-EM structures of spliceosome intermediates (PDB/EMDB), (ii) proximity labeling proteomics of speckles and splicing assemblies (PRIDE), (iii) super-resolution imaging of speckle organization and splicing factor puncta (BioImage Archive/IDR), (iv) long-read and single-cell RNA-seq isoform datasets (ENCODE long-read; GEO; Human Cell Atlas where isoform-resolved methods exist), and (v) perturbation screens of splicing factors (DepMap; CRISPR screens; ClinVar variants for splicing genes).

We will build a multiscale model connecting structural intermediate occupancy and speckle mesoscale organization to isoform outcomes. Image-derived features will quantify speckle subdomain size, factor partitioning, and dynamics proxies. Structural states will be represented as a Markov model of assembly intermediates, parameterized by factor availability from proteomics. We will relate these latent variables to isoform variability using hierarchical models and information-theoretic measures of splicing entropy.

Hypotheses: (1) cells regulate splicing by shifting mesoscale partitioning of factors between speckles and nucleoplasm, altering effective assembly kinetics; (2) specific speckle organizational states correspond to low-entropy (deterministic) vs high-entropy (diverse) isoform programs; and (3) disease mutations increase isoform noise by destabilizing particular intermediate transitions.

Expected insights include an atlas linking speckle mesoscale states to isoform variability across cell types, identification of key factors controlling emergent splicing entropy, and open pipelines for integrating imaging with isoform-resolved transcriptomics.

This requires team science across structural biology, quantitative imaging, transcriptomics, and statistical modeling. NCEMS support is essential for harmonizing disparate data modalities and producing reproducible workflows and training materials enabling trainees to operate across RNP structural biology and single-cell genomics.",2026-02-09T20:49:08.056427
gpt-5.2,Mesoscale Organization of Metabolic Enzyme Filaments: A Cross-Species Synthesis of Cytoophidia and Emergent Metabolic Regulation,"Many metabolic enzymes assemble into mesoscale filaments and bundles (50–1000 nm), such as CTP synthase cytoophidia and IMPDH filaments. The emergent phenomenon is that polymerization changes enzyme kinetics, sequestration, and pathway flux in a nonlinear manner not predictable from monomeric enzyme properties. This project will synthesize imaging, structural, and metabolomic data to uncover universal principles of enzyme filament-based regulation.

We will integrate: (i) fluorescence and electron microscopy datasets showing enzyme filaments across organisms and conditions (BioImage Archive/IDR; EMPIAR), (ii) enzyme structures and filament models (PDB; AlphaFold DB; published helical reconstructions), (iii) metabolomics profiling nucleotide pools and related pathways (Metabolomics Workbench), (iv) transcriptomics and proteomics for enzyme abundance and PTMs (GEO; PRIDE), and (v) perturbation datasets (LINCS for metabolic inhibitors; genetic screens affecting filament formation).

We will quantify filament morphology (length distributions, bundling, subcellular localization) and link these to metabolic state variables (nucleotide ratios, energy stress markers). Using mechanistic modeling, we will compare alternative hypotheses: polymerization as inhibition, activation, or buffering reservoir, and determine which best explains cross-study correlations. We will use phylogenetic comparative methods to test whether filament regulation evolved convergently and whether specific sequence motifs predict polymerization propensity.

Key questions: Are there discrete mesoscale filament “states” corresponding to metabolic regimes (growth, stress, differentiation)? Do filaments act as emergent metabolic capacitors that reduce noise in metabolite levels? Can we predict when filamentation will stabilize vs destabilize pathway flux?

Expected insights include a cross-species atlas of enzyme filament states, quantitative links between filament morphology and metabolite homeostasis, and open tools for filament detection and meta-analysis. This synthesis will unify scattered observations into a coherent framework for mesoscale metabolic regulation.

Team science is required across metabolism, structural biology, imaging analysis, and evolutionary genomics. NCEMS support will enable coordinated curation of diverse datasets, development of open pipelines, and trainee training in integrative analysis of mesoscale enzyme assemblies and metabolic phenotypes.",2026-02-09T20:49:08.056428
gpt-5.2,Emergent Endocytic Pit Nanoscale Heterogeneity: Integrating Single-Molecule Imaging and Proteomics to Explain Uptake Variability,"Clathrin-mediated endocytosis produces ~100 nm pits whose emergent behavior—variable lifetimes, abortive events, and cargo-dependent maturation—arises from collective assembly of many proteins and membrane mechanics. The emergent phenomenon is nanoscale heterogeneity in pit trajectories that creates cell-to-cell and site-to-site variability in uptake.

We will synthesize: (i) single-molecule and live-cell imaging datasets tracking endocytic proteins and pit lifetimes (IDR/BioImage Archive; published tracking datasets), (ii) proteomics of endocytic complexes and phosphorylation dynamics (PRIDE), (iii) cargo-specific uptake assays and receptor datasets (GEO; literature datasets with quantitative uptake), (iv) membrane lipid composition datasets relevant to endocytosis (LIPID MAPS; Metabolomics Workbench), and (v) perturbation screens for endocytosis regulators (DepMap; yeast endocytosis screens).

We will standardize pit trajectory extraction and build a probabilistic “pit state machine” model capturing transitions among assembly, maturation, scission, and abortive states. We will link state transition probabilities to protein abundance/PTMs and lipid composition using hierarchical Bayesian inference. Unsupervised clustering will identify recurrent mesoscale pit “phenotypes” and relate them to cargo classes.

Hypotheses: (1) emergent uptake variability is governed by a small number of mesoscale control parameters (effective adaptor cooperativity, actin coupling strength, membrane tension proxies) that can be inferred from omics and imaging; (2) different cargos shift pits into distinct dynamical regimes; and (3) cells tune variability (noise) as a functional feature for receptor signaling.

Expected insights include a unified dynamical model explaining why pits with similar molecular parts produce divergent outcomes, and an open atlas of pit phenotypes across conditions. Methodological deliverables will include reproducible pipelines for cross-study trajectory harmonization.

This project requires collaboration among quantitative microscopists, trafficking biologists, proteomics experts, and statisticians. NCEMS support is needed for data curation, development of open standards for reporting trajectories and pit features, and training trainees in integrative modeling of mesoscale membrane remodeling.",2026-02-09T20:49:08.056429
gpt-5.2,"Mesoscale Emergence of Synaptic Active Zone Nanoclusters: A Synthesis of Proteomics, Super-Resolution Maps, and Functional Plasticity","Synaptic active zones contain nanoscale protein nanoclusters (20–200 nm) whose collective arrangement controls neurotransmitter release probability and plasticity. The emergent phenomenon is that mesoscale spatial patterning of channels, scaffolds, and vesicle docking sites produces nonlinear release dynamics not predictable from single protein abundances.

We will synthesize: (i) super-resolution maps of active zone proteins (STED/PALM datasets in BioImage Archive/IDR), (ii) synaptosome and active zone proteomics across brain regions and conditions (PRIDE; SynProt resources), (iii) electrophysiological and imaging-derived functional measures (paired-pulse ratios, release probability proxies) from public repositories and literature open data, (iv) genetic variant and perturbation data for synaptic proteins (SFARI, ClinVar; mouse phenotyping databases), and (v) developmental single-cell transcriptomics of neuronal types (Allen Brain Atlas; scRNA-seq datasets).

We will quantify nanocluster geometry (cluster size, spacing, co-localization networks) and build spatial point-process models linking organization to release probability. Integrative modeling will connect proteomic stoichiometry to predicted nanoscale architectures using constraints from known structural interactions (PDB/AlphaFold). We will test whether synapses occupy discrete “organizational states” corresponding to functional plasticity modes.

Hypotheses: (1) active zones implement a small set of mesoscale architectures that tune reliability vs flexibility; (2) plasticity involves transitions between these architectures mediated by scaffold phosphorylation and remodeling; and (3) neurodevelopmental disorder variants shift synapses into maladaptive organizational states.

Expected insights include a cross-region atlas of active zone nanoscale architectures, mechanistic links between organization and emergent release dynamics, and open analysis tools for nanocluster quantification and integration with proteomics.

This requires team science across neuroscience, proteomics, quantitative imaging, and spatial statistics, with extensive synthesis across disparate datasets. NCEMS support will enable harmonization, open workflows, and trainee training bridging nanoscale organization and systems-level synaptic function.",2026-02-09T20:49:08.056430
gpt-5.2,Emergent Organelle Size Control via Mesoscale Substructure: Integrating Imaging Atlases and Omics to Explain Scaling Laws,"Organelle size (nucleoli, centrosomes, lysosomes, peroxisomes) is governed by mesoscale substructures—subcompartments, scaffolds, and assembly intermediates (10–1000 nm)—that create emergent scaling laws with cell size and growth state. The emergent phenomenon is that collective assembly dynamics yield robust organelle size distributions across noisy molecular environments.

We will synthesize: (i) large-scale cell imaging atlases with organelle segmentation (Human Protein Atlas Cell Atlas; IDR high-content datasets; Cell Painting), (ii) single-cell transcriptomics and proteomics capturing cell state (Human Cell Atlas; CITE-seq datasets; PRIDE single-cell proteomics where available), (iii) known organelle biogenesis pathways and interaction networks (Reactome, BioGRID), (iv) perturbation datasets affecting organelle size (DepMap; LINCS), and (v) ultrastructural datasets for organelle subcompartments (EMPIAR for selected organelles).

We will extract organelle size distributions and mesoscale texture/substructure features from images (granularity, internal puncta, boundary roughness) and relate them to molecular composition and cell size using scaling analysis and stochastic assembly models (nucleation–growth, coalescence, fragmentation). We will test competing mechanistic models (limiting pool, feedback control, coarsening-limited growth) across organelles and cell types.

Key questions: Are there universal mesoscale control motifs that recur across organelles (e.g., scaffold-limited nucleation, fragmentation-mediated size homeostasis)? Which molecular regulators tune variance vs mean size? Do disease states reflect altered control motifs leading to broader distributions (loss of homeostasis) rather than simple size shifts?

Expected insights include generalized principles of organelle size control grounded in measurable mesoscale features, and open tools for extracting substructure descriptors from public imaging. The project will yield a comparative “organelle scaling atlas” linking size control regimes to molecular networks.

This requires team science across quantitative cell imaging, stochastic modeling, and omics integration. NCEMS support is essential for large-scale data harmonization, development of reproducible pipelines, and training trainees to connect mesoscale organization to emergent cellular-scale phenotypes under open science.",2026-02-09T20:49:08.056431
gpt-5.2,"Mesoscale Emergence in DNA Damage Repair Foci: Integrating Live Imaging, Proteomics, and 3D Genome Context","DNA damage repair foci are mesoscale assemblies (100–1000 nm) where many proteins and chromatin regions co-localize, often with phase-separation-like properties. The emergent phenomenon is that collective recruitment and chromatin reorganization creates threshold responses, pathway choice (HR vs NHEJ), and repair timing not predictable from individual repair factors.

We will synthesize: (i) live-cell imaging datasets of repair foci dynamics (53BP1, RAD51, γH2AX) from IDR/BioImage Archive, including time-lapse series, (ii) proteomics and phosphoproteomics of DNA damage response (DDR) time courses (PRIDE), (iii) 3D genome and chromatin context maps (Hi-C/Micro-C from 4DN; ENCODE epigenomics), (iv) CRISPR screens for DDR genes and pathway choice modifiers (DepMap; published DDR screens), and (v) variant datasets for DDR genes in cancer (TCGA; COSMIC).

We will develop a unified model linking chromatin context and protein network state to mesoscale foci morphodynamics. Imaging analysis will quantify foci nucleation rates, growth/coalescence, and dissolution, extracting mesoscale kinetic parameters. We will integrate these with phosphoproteomic signaling states and with chromatin compartment features at damage-prone loci. Causal inference will identify regulators that shift foci dynamics and pathway choice.

Hypotheses: (1) repair foci exhibit discrete mesoscale dynamical regimes (diffuse recruitment vs coalescing droplets vs stable scaffolds) corresponding to repair pathway choice; (2) chromatin nanodomain topology constrains foci growth and coalescence; and (3) cancer-associated DDR alterations manifest as shifts in mesoscale regimes rather than complete pathway loss.

Expected insights include a cross-study atlas of foci dynamical regimes, mechanistic links between 3D genome context and emergent assembly kinetics, and open pipelines for foci tracking and integrative DDR modeling.

This requires collaboration among DDR biologists, quantitative imaging experts, proteomics analysts, and 3D genomics researchers. NCEMS support is needed to curate heterogeneous time-lapse datasets and omics, build reproducible multi-modal workflows, and train trainees in integrative analysis of mesoscale nuclear assemblies.",2026-02-09T20:49:08.056432
gpt-5.2,"Emergent Mesoscale Patterning in Bacterial Division Machinery: A Synthesis of FtsZ Ring Architecture, Dynamics, and Cell Shape Outcomes","Bacterial cytokinesis is driven by the FtsZ-based divisome, which forms a mesoscale ring/band (typically ~500–1000 nm circumference; ~10–50 nm filament bundles) with dynamic treadmilling. The emergent phenomenon is that collective filament organization and accessory protein patterning produce robust constriction and shape maintenance, not predictable from FtsZ polymerization alone.

We will synthesize: (i) super-resolution and cryo-ET datasets of divisome architecture across species (BioImage Archive/IDR; EMPIAR), (ii) single-molecule and time-lapse measurements of FtsZ dynamics (published tracking datasets), (iii) proteomics and interaction networks of divisome components (PRIDE; BioGRID), (iv) comparative genomics of division genes across bacteria (NCBI RefSeq), and (v) morphological phenotypes under gene perturbations and antibiotics (BacDive; published high-content imaging screens).

We will quantify ring architecture (bundle thickness, continuity, patchiness) and dynamics (treadmilling speeds, turnover) and relate these to emergent cell shape outcomes (septum symmetry, division timing, size control). Using statistical physics models of active polymers and agent-based simulations, calibrated to observed architectures, we will infer which mesoscale parameters control robustness. Comparative analysis will test how different bacteria achieve similar division outcomes with different accessory proteins.

Hypotheses: (1) divisomes operate in a constrained mesoscale regime where filament dynamics and crosslinking yield self-correcting constriction; (2) accessory proteins tune emergent ring continuity and force distribution; and (3) antibiotic susceptibilities reflect shifts in mesoscale architecture rather than direct inhibition levels.

Expected insights include a cross-species atlas of divisome mesoscale architectures, quantitative links between architecture and division robustness, and open tools for analyzing divisome imaging. This synthesis will unify structural and dynamical observations into general principles of emergent cytokinetic machinery.

Team science is required across bacterial cell biology, quantitative microscopy, biophysics, and comparative genomics. NCEMS support will enable coordinated data curation and development of reproducible pipelines and training for trainees at the interface of mesoscale structure and emergent cellular morphogenesis.",2026-02-09T20:49:08.056433
gpt-5.2,"Mesoscale Emergence of Exosome Biogenesis Microdomains: Integrating Endosomal Proteomics, Lipidomics, and Imaging","Exosomes originate from intraluminal vesicles (ILVs) within multivesicular bodies, formed in mesoscale endosomal microdomains (50–500 nm) enriched in ESCRT components, tetraspanins, and specific lipids. The emergent phenomenon is that collective microdomain organization yields selective cargo sorting and vesicle size distributions not predictable from individual sorting motifs.

We will synthesize: (i) exosome and endosome proteomics datasets (ExoCarta/Vesiclepedia-linked studies; PRIDE), (ii) lipidomics of extracellular vesicles and endosomal fractions (LIPID MAPS; Metabolomics Workbench), (iii) imaging datasets of ILV formation and endosomal microdomains (BioImage Archive/IDR; EMPIAR for EM of MVBs), (iv) RNA cargo profiles (exosomal RNA-seq in GEO), and (v) perturbation screens affecting EV secretion (DepMap; published CRISPR screens).

We will quantify ILV size distributions and microdomain organization from EM and fluorescence images using segmentation and spatial clustering metrics. Multi-omic integration will identify latent microdomain states defined by protein–lipid–RNA composition. Mechanistic modeling will connect ESCRT polymerization and membrane composition to observed ILV size distributions using coarse-grained membrane remodeling models. Predictive models will link microdomain states to cargo enrichment patterns.

Hypotheses: (1) exosome biogenesis proceeds through discrete mesoscale microdomain states that determine cargo classes; (2) lipid composition (ceramides, cholesterol) acts as a mesoscale controller of domain stability and ILV size; and (3) cell-type differences in EV cargo reflect microdomain state occupancy more than expression of individual cargos.

Expected insights include a unified mesoscale model of ILV microdomains, identification of compositional signatures predicting cargo selection, and open resources for EV biogenesis imaging/omics integration.

This requires team science across membrane biology, proteomics/lipidomics, quantitative imaging, and biophysical modeling. NCEMS support is needed to harmonize diverse public datasets and establish open, reproducible pipelines and training for trainees in integrative mesoscale analysis of extracellular vesicle biogenesis.",2026-02-09T20:49:08.056434
gpt-5.2,"Emergent Mesoscale Principles of Protein Complex Stoichiometry Variability: Integrating Native MS, Cryo-EM, and Single-Cell Proteomics","Many cellular machines exist as ensembles of stoichiometries and assembly states at mesoscale dimensions (10–100 nm complexes and supercomplexes). The emergent phenomenon is that variability in subunit stoichiometry and oligomeric state yields functional buffering and adaptability not predictable from a single “canonical” complex.

We will synthesize: (i) structures and oligomeric assemblies from PDB/EMDB, including multiple states of the same complex, (ii) native mass spectrometry and crosslinking MS datasets reporting stoichiometry distributions (PRIDE; MassIVE), (iii) single-cell and spatial proteomics measuring subunit abundance variability (Human Cell Atlas proteogenomic efforts; PRIDE single-cell proteomics), (iv) interaction networks and complex definitions (CORUM, Complex Portal), and (v) functional phenotypes from perturbation screens (DepMap) for complexes of interest (e.g., proteasome, ribosome, respiratory supercomplexes, spliceosome modules).

We will develop statistical frameworks to infer expected stoichiometry ensembles from subunit abundance distributions and binding constraints, then compare to observed ensembles from native MS and structural state catalogs. Graphical models will represent assembly pathways and predict how single-cell variability propagates to mesoscale complex heterogeneity. We will test whether certain network topologies (hub-and-spoke vs modular) produce emergent robustness by maintaining function across stoichiometry fluctuations.

Key questions: Which complexes are inherently “stoichiometrically plastic,” and what structural features enable this? Do cells exploit stoichiometry ensembles to tune function across states (stress, differentiation)? Can disease-associated perturbations be reinterpreted as shifts in ensemble distributions rather than loss of complexes?

Expected insights include a taxonomy of complex stoichiometry plasticity, predictive models linking single-cell proteomic variability to mesoscale assembly ensembles, and open tools for integrating native MS with structural and single-cell data.

This synthesis requires team science across structural biology, mass spectrometry, statistical modeling, and systems biology. NCEMS support is essential for curating heterogeneous datasets and building open, reproducible workflows and training modules for trainees to analyze emergent mesoscale behavior in protein complex ensembles.",2026-02-09T20:49:08.056435
gpt-5.2,"Mesoscale Emergence of RNA Localization Granules in Neurons: Integrating Spatial Transcriptomics, RBP Networks, and Imaging","Neuronal RNA localization relies on mesoscale granules and transport RNPs (50–500 nm) that package transcripts with RNA-binding proteins (RBPs) and motors. The emergent phenomenon is that collective RNP assembly and composition yields selective transcript targeting and local translation programs not predictable from single zip-code motifs.

We will synthesize: (i) imaging datasets of neuronal RNA granules and transport particles (MS2/PP7, smFISH, super-resolution) from BioImage Archive/IDR, (ii) spatial transcriptomics and subcellular transcript localization datasets (e.g., APEX-seq, fractionation RNA-seq in GEO; spatial transcriptomics repositories), (iii) RBP–RNA interaction maps (eCLIP from ENCODE; POSTAR), (iv) proteomics of neuronal granules and synaptoneurosomes (PRIDE), and (v) disease-linked variants in RBPs (ClinVar; ALS/FTD gene resources).

We will build integrative models that map transcript features and RBP binding networks to mesoscale granule states. Imaging-derived granule features (size, motility classes, colocalization) will be linked to transcript localization probabilities from spatial transcriptomics. Graph neural networks will represent RBP–RNA interaction networks and predict which transcripts co-package into granules. We will test whether granules occupy discrete mesoscale compositional states corresponding to transport vs storage vs translation-ready modes.

Hypotheses: (1) selective localization emerges from mesoscale co-packaging rules driven by RBP network modularity; (2) stress and activity shift granules between states, altering local translation; and (3) neurodegenerative disease variants disrupt state transitions, increasing aberrant aggregation-like granules.

Expected insights include a cross-neuron-type atlas of granule states, predictive rules for transcript co-packaging, and open pipelines for integrating spatial transcriptomics with granule imaging.

This requires team science across neuroscience, RNA biology, quantitative imaging, and machine learning, and depends on synthesis of multiple public data modalities. NCEMS support will enable coordinated curation, open standards for granule feature reporting, and trainee training in integrative analysis of mesoscale RNP assemblies and spatial gene regulation.",2026-02-09T20:49:08.056436
